"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"1921","세탁업","06_20_01_P","4331000","4331000-205-1994-00003","1994-06-25","","03","폐업","02","폐업","2021-12-29","","","","033 4615337","0.00","","강원특별자치도 인제군 기린면 현리 653-3","강원특별자치도 인제군 기린면 내린천로 4026","","현리세탁소","2021-12-29 13:13:54","I","2023-06-13 00:00:00","일반세탁업","315698.346394535","495594.009550948","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1922","세탁업","06_20_01_P","4331000","4331000-205-1999-00003","2001-12-13","","03","폐업","02","폐업","2004-11-24","","","","033 4623131","32.17","","강원특별자치도 인제군 기린면 현리 287","","","기린세탁소","2003-07-04 00:00:00","I","2023-06-13 00:00:00","일반세탁업","315798.646277637","494540.916499765","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1923","세탁업","06_20_01_P","4331000","4331000-205-1987-00006","1987-05-12","","03","폐업","02","폐업","2001-09-11","","","","033 4620351","0.00","","강원특별자치도 인제군 서화면 천도리 625-4","","","금강기계세탁소","2003-07-04 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305760.836985371","525047.553249273","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1924","세탁업","06_20_01_P","4331000","4331000-205-1990-00003","1990-05-18","","03","폐업","02","폐업","2015-11-19","","","","033 4624271","13.34","","강원특별자치도 인제군 서화면 천도리 579-8 3통1반","강원특별자치도 인제군 서화면 천도로 129","24601","백양세탁소","2006-10-10 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305828.17948038","525216.402062384","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1925","세탁업","06_20_01_P","4331000","4331000-205-1996-00002","1996-09-24","","03","폐업","02","폐업","2004-11-23","","","","033 4625217","17.60","","강원특별자치도 인제군 서화면 서화리 657-8","","","행운세탁소","2004-11-23 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305737.900864009","528357.273825876","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1926","세탁업","06_20_01_P","4331000","4331000-205-1995-00003","1995-04-17","","03","폐업","02","폐업","1996-10-28","","","","","23.20","","강원특별자치도 인제군 서화면 천도리 3 3통3반","","","대성빨래방","2004-09-08 00:00:00","I","2023-06-13 00:00:00","일반세탁업","310354.971067633","526884.56289048","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1927","세탁업","06_20_01_P","4331000","4331000-205-1997-00001","1997-06-25","","03","폐업","02","폐업","2010-11-08","","","","033 4620971","34.80","","강원특별자치도 인제군 서화면 서화리 656-8","","","크린빨래방세탁소","2001-12-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305738.56588521","528302.261026669","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1928","세탁업","06_20_01_P","4331000","4331000-205-1987-00001","1987-05-12","","03","폐업","02","폐업","2016-09-20","","","","033 4622682","0.00","","강원특별자치도 인제군 인제읍 상동리 2 2통3반","","","한일세탁소","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","304220.548674144","506840.075196596","일반세탁업","3","0","0","0","0","0","","","","","0","0","0","0","N",
"1929","세탁업","06_20_01_P","4331000","4331000-205-1987-00002","1987-05-12","","03","폐업","02","폐업","2006-03-06","","","","033 4622459","0.00","","강원특별자치도 인제군 인제읍 상동리 3 3통8반","","","신일세탁소","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","304286.356912667","506822.558928437","일반세탁업","1","0","0","0","0","0","","","","","0","0","0","0","N",
"1930","세탁업","06_20_01_P","4331000","4331000-205-1990-00001","1990-07-04","","03","폐업","02","폐업","2010-11-08","","","","0333 461720","14.19","","강원특별자치도 인제군 인제읍 상동리 374-6","","","모두세탁소","2008-05-07 13:02:33","I","2023-06-13 00:00:00","일반세탁업","302946.302973274","508090.506234575","일반세탁업","1","0","0","0","0","0","","","","","0","0","0","0","N",
"1931","세탁업","06_20_01_P","4331000","4331000-205-1988-00002","1988-11-12","","03","폐업","02","폐업","2015-09-02","","","","033461 7984","21.64","","강원특별자치도 인제군 남면 신남리 348-1","강원특별자치도 인제군 남면 신남로58번길 9","24649","전우사","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","294887.250676522","496655.512996028","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1932","세탁업","06_20_01_P","4331000","4331000-205-1987-00003","1987-05-12","","03","폐업","02","폐업","2010-12-31","","","","033 4623432","27.22","","강원특별자치도 인제군 북면 원통리 655-10","","","희망빨래방세탁소","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305530.998261819","514051.366785944","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1933","세탁업","06_20_01_P","4331000","4331000-205-1988-00004","1988-10-14","","03","폐업","02","폐업","2004-11-24","","","","033 4613717","18.55","","강원특별자치도 인제군 북면 원통리 710-1","","","우성세탁소","2004-11-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305529.772537615","513962.248369904","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1934","세탁업","06_20_01_P","4331000","4331000-205-1988-00005","1988-10-24","","03","폐업","02","폐업","2005-07-05","","","","033 4617373","34.00","","강원특별자치도 인제군 북면 원통리 645-19","","","보람빨래방","2001-12-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","305482.220784373","513942.829241892","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1935","세탁업","06_20_01_P","4331000","4331000-205-1992-00002","1992-07-22","","03","폐업","02","폐업","2019-01-21","","","","033 4613858","32.00","","강원특별자치도 인제군 북면 원통리 657-4","","","상미세탁소","2019-01-21 14:44:42","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1936","세탁업","06_20_01_P","4331000","4331000-205-1995-00001","1995-02-08","","03","폐업","02","폐업","2014-06-10","","","","033 4611329","21.70","","강원특별자치도 인제군 북면 원통리 2 2통1반","","","그린세탁소","2007-03-22 00:00:00","I","2023-06-13 00:00:00","일반세탁업","311259.120259003","518978.28067271","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1937","세탁업","06_20_01_P","4331000","4331000-205-1999-00001","2002-04-26","","03","폐업","02","폐업","2006-08-23","","","","033 4628832","18.88","","강원특별자치도 인제군 북면 원통리 651-5","","","발바리운동화빨래방","2005-06-24 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1938","세탁업","06_20_01_P","4331000","4331000-205-1988-00001","1988-10-14","","03","폐업","02","폐업","2021-06-02","","","","033 4615285","0.00","","강원특별자치도 인제군 인제읍 상동리 295-11","강원특별자치도 인제군 인제읍 비봉로 10","24632","강원사 옷 수선","2021-06-02 14:42:14","I","2023-06-13 00:00:00","일반세탁업","302806.300631518","507918.713250368","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1939","세탁업","06_20_01_P","4331000","4331000-205-2007-00001","2007-04-23","","03","폐업","02","폐업","2019-05-28","","","","033 4625722","27.17","","강원특별자치도 인제군 북면 원통리 711-12","강원특별자치도 인제군 북면 원통로168번길 1","24619","열매세탁소","2019-05-29 09:25:45","I","2023-06-13 00:00:00","일반세탁업","305460.043901868","513933.453346344","일반세탁업","0","0","0","0","0","0","","","","자가","3","0","0","0","N",
"1940","세탁업","06_20_01_P","4331000","4331000-205-2010-00001","2010-06-28","","03","폐업","02","폐업","2021-12-22","","","","033 463 8861","30.25","","강원특별자치도 인제군 북면 원통리 668-3","강원특별자치도 인제군 북면 원통로 195","24613","행복세탁소","2021-12-22 11:04:54","I","2023-06-13 00:00:00","일반세탁업","305584.523224735","514168.384839082","일반세탁업","3","0","1","1","0","0","","","","임대","3","0","0","1","N",
"1941","세탁업","06_20_01_P","4331000","4331000-205-2012-00001","2012-02-01","","03","폐업","02","폐업","2024-05-13","","","","033 461 0709","33.00","","강원특별자치도 인제군 북면 731-6","강원특별자치도 인제군 북면 원통로147번길 25","24612","원통빨래방","2024-05-13 16:51:21","U","2024-05-15 02:40:00","빨래방업","305389.883858865","513996.215803264","빨래방업","1","0","1","1","0","0","","","","임대","1","0","0","0","N",
"1942","세탁업","06_20_01_P","4331000","4331000-205-2013-00002","2013-12-24","","03","폐업","02","폐업","2018-12-31","","","","033 4631155","16.00","","강원특별자치도 인제군 북면 원통리 713-2","강원특별자치도 인제군 북면 원통로 155","24612","그린환경주식회사","2019-01-11 14:49:32","I","2023-06-13 00:00:00","세탁업 기타","305373.877257775","513874.510963285","세탁업 기타","0","0","0","0","0","0","","","","","1","0","0","1","N",
"1943","세탁업","06_20_01_P","4341000","4341000-205-1987-00001","1987-05-20","","03","폐업","02","폐업","2015-06-19","","","","6812438","13.30","","강원특별자치도 고성군 간성읍 신안리 316-5","강원특별자치도 고성군 간성읍 간성로 46","24735","간성세탁소","2012-02-16 17:11:58","I","2023-06-13 00:00:00","일반세탁업","328515.792055646","542890.263914018","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1944","세탁업","06_20_01_P","4341000","4341000-205-1987-00002","1987-07-04","","03","폐업","02","폐업","2024-12-27","","","","6821997","22.50","","강원특별자치도 고성군 거진읍 거진리 265-36","강원특별자치도 고성군 거진읍 행랑골길 5-2","24717","중앙세탁소","2024-12-27 11:48:58","U","2024-12-29 02:40:00","일반세탁업","327031.194784573","550421.850858655","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1945","세탁업","06_20_01_P","4341000","4341000-205-1987-00003","1987-12-01","","03","폐업","02","폐업","2002-06-03","","","","6329623","24.36","","강원특별자치도 고성군 토성면 천진리 0 1통","","","대광세탁소","2002-07-06 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1946","세탁업","06_20_01_P","4341000","4341000-205-1999-00002","1999-09-20","","03","폐업","02","폐업","2003-03-31","","","","033 6358272","285.00","","강원특별자치도 고성군 토성면 용촌리 46","","","에이스","2003-11-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","338369.083267568","526403.041768253","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1947","세탁업","06_20_01_P","4341000","4341000-205-1999-00001","1999-06-05","","03","폐업","02","폐업","2012-10-15","","","","6815859","21.00","","강원특별자치도 고성군 간성읍 신안리 265-1","강원특별자치도 고성군 간성읍 간성시장3길 3","24735","모아세탁소","2012-02-16 17:09:58","I","2023-06-13 00:00:00","일반세탁업","328321.894204876","542877.415069646","일반세탁업","0","0","1","0","0","0","","","","","1","0","0","0","N",
"1948","세탁업","06_20_01_P","4341000","4341000-205-2003-00001","2003-03-19","","03","폐업","02","폐업","2003-04-07","","","","","0.00","","강원특별자치도 고성군 간성읍 하리 7-1","","","세탁나라","2003-04-07 00:00:00","I","2023-06-13 00:00:00","일반세탁업","328231.740111428","542844.881453106","일반세탁업","0","0","0","0","0","0","","","","임대","0","0","0","0","N",
"1949","세탁업","06_20_01_P","4341000","4341000-205-2003-00002","2003-04-08","","03","폐업","02","폐업","2012-01-25","","","","033 6815811","39.60","","강원특별자치도 고성군 간성읍 하리 16-5","강원특별자치도 고성군 간성읍 간성로 74","24735","그린세탁소","2011-11-09 16:22:16","I","2023-06-13 00:00:00","일반세탁업","328105.487034235","542863.644440817","일반세탁업","2","0","1","1","0","0","","","","임대","0","0","0","0","N",
"1950","세탁업","06_20_01_P","4341000","4341000-205-1987-00005","1987-06-09","","03","폐업","02","폐업","1993-05-15","","","","","13.76","","강원특별자치도 고성군 거진읍 거진리 0 9통2반","","","미광세탁소","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1951","세탁업","06_20_01_P","4341000","4341000-205-1990-00002","1990-01-18","","03","폐업","02","폐업","2001-04-14","","","","","26.40","","강원특별자치도 고성군 간성읍 신안리 254-17 2통","","","제일세탁소","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","328470.496607497","542811.666751036","일반세탁업","1","0","1","0","0","0","","","","","0","0","0","0","N",
"1952","세탁업","06_20_01_P","4341000","4341000-205-1991-00002","1991-02-19","","03","폐업","02","폐업","1995-08-16","","","","","14.40","","강원특별자치도 고성군 간성읍 신안리 247-3 2통","","","보광세탁소","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","328519.374637972","542769.499134195","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1953","세탁업","06_20_01_P","4341000","4341000-205-1991-00003","1991-05-02","","03","폐업","02","폐업","2001-08-29","","","","","202.50","","강원특별자치도 고성군 토성면 청간리 42","","","백설상사","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","336064.493668638","530459.281081753","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1954","세탁업","06_20_01_P","4341000","4341000-205-1991-00004","1991-10-09","","03","폐업","02","폐업","1999-02-27","","","","","14.19","","강원특별자치도 고성군 거진읍 거진리 287-114","","","하얀세탁소","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","327010.863989113","550278.714100149","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1955","세탁업","06_20_01_P","4341000","4341000-205-1994-00004","1994-02-19","","03","폐업","02","폐업","1997-03-03","","","","","36.00","","강원특별자치도 고성군 거진읍 거진리 260-9 5통4반","","","이수암세탁소","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","327056.089765728","550520.758285469","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"1956","세탁업","06_20_01_P","4341000","4341000-205-1994-00005","1994-10-18","","03","폐업","02","폐업","2000-08-24","","","","","0.00","","강원특별자치도 고성군 거진읍 거진리 287-32 8통2반","","","미진세탁소","2001-10-12 00:00:00","I","2023-06-13 00:00:00","일반세탁업","","","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
