"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","욕실수","발한실여부","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"677","목욕장업","11_44_01_P","4341000","4341000-202-1997-00001","1997-08-13","","03","폐업","02","폐업","2018-07-16","","","","033680 7800","606.65","","강원특별자치도 고성군 현내면 초도리 239","강원특별자치도 고성군 현내면 금강산로 416","24702","금강산해수옥사우나","2018-07-16 16:10:48","I","2023-06-13 00:00:00","공동탕업","323827.622943202","557255.90227721","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"678","목욕장업","11_44_01_P","4341000","4341000-202-1990-00001","1990-12-31","","03","폐업","02","폐업","2015-11-06","","","","033 681 5030","1045.40","","강원특별자치도 고성군 간성읍 흘리 100-3","강원특별자치도 고성군 간성읍 흘리령길 52","24742","불가마하이디목욕탕","2011-11-09 14:55:25","I","2023-06-13 00:00:00","공동탕업","320598.073227061","529626.07747632","공동탕업","0","0","0","0","0","0","2","Y","","","","","0","0","N",
"679","목욕장업","11_44_01_P","4341000","4341000-202-1986-00001","1986-12-10","","03","폐업","02","폐업","1993-08-09","","","","","219.95","","강원특별자치도 고성군 간성읍 신안리 268-1 1통1반","","","한진목욕탕","2001-10-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","328346.720419389","542830.139512401","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"680","목욕장업","11_44_01_P","4341000","4341000-202-1992-00002","1992-05-19","","03","폐업","02","폐업","1996-04-04","","","","","307.02","","강원특별자치도 고성군 토성면 신평리 산 59-6","","","신평목욕탕","2001-10-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"681","목욕장업","11_44_01_P","4341000","4341000-202-1991-00003","1991-10-11","","03","폐업","02","폐업","2002-08-21","","","","6821114","0.00","","강원특별자치도 고성군 거진읍 거진리 148-54","","","고성군수협복지회관목욕탕","2003-02-19 00:00:00","I","2023-06-13 00:00:00","공동탕업","327237.157128329","550475.613645344","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"682","목욕장업","11_44_01_P","4341000","4341000-202-1992-00001","1992-08-17","","03","폐업","02","폐업","2011-01-26","","","","033 6313811","527.39","","강원특별자치도 고성군 죽왕면 삼포리 243-14","","","삼포리조트콘도미니엄대중목욕탕","2008-08-22 11:01:19","I","2023-06-13 00:00:00","공동탕업","333890.656719916","535977.54300572","공동탕업","0","0","0","0","0","0","0","Y","","","","","0","0","N",
"683","목욕장업","11_44_01_P","4341000","4341000-202-1967-00001","1967-12-26","","03","폐업","02","폐업","2002-08-21","","","","","0.00","","강원특별자치도 고성군 거진읍 거진리 304-8 8통4반","","","거진목욕탕","2006-11-24 00:00:00","I","2023-06-13 00:00:00","공동탕업","326823.034163827","550214.772994984","공동탕업","1","0","1","1","0","0","0","Y","","","","","0","0","N",
"684","목욕장업","11_44_01_P","4341000","4341000-202-1979-00001","1979-11-30","","03","폐업","02","폐업","2017-09-13","","","","6812557","133.56","","강원특별자치도 고성군 간성읍 신안리 177","강원특별자치도 고성군 간성읍 간성로29번길 14","","현대목욕탕","2017-09-13 14:30:03","I","2023-06-13 00:00:00","공동탕업","328511.093218358","542660.050486923","공동탕업","2","0","1","0","0","0","2","Y","","","","","0","0","N",
"685","목욕장업","11_44_01_P","4341000","4341000-202-2004-00001","2004-12-18","","03","폐업","02","폐업","2010-02-16","","","","033 6817767","1096.50","","강원특별자치도 고성군 간성읍 신안리 146-3","","","황실찜질방","2005-12-06 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","4","0","1","3","0","0","0","N","","","","자가","0","0","N",
"686","목욕장업","11_44_01_P","4341000","4341000-202-2017-00001","2017-09-15","","03","폐업","02","폐업","2018-06-12","","","","0336812557","159.39","","강원특별자치도 고성군 간성읍 신안리 177","강원특별자치도 고성군 간성읍 간성로29번길 14","","현대목욕탕","2018-06-12 16:54:03","I","2023-06-13 00:00:00","목욕장업 기타","328511.093218358","542660.050486923","목욕장업 기타","2","0","1","1","0","0","2","Y","","","","","0","1","N",
"687","목욕장업","11_44_01_P","4341000","4341000-202-2018-00001","2018-07-16","","03","폐업","02","폐업","2019-08-29","","","","033 6807800","619.05","","강원특별자치도 고성군 현내면 마차진리 239","강원특별자치도 고성군 현내면 금강산로 416","24702","금강산해수옥사우나","2019-08-29 10:49:21","I","2023-06-13 00:00:00","공동탕업","323827.622943202","557255.90227721","공동탕업","0","1","0","0","0","0","2","Y","","","","임대","2","1","Y",
"688","목욕장업","11_44_01_P","4351000","4351000-202-2003-00004","2003-11-24","","03","폐업","02","폐업","2010-09-10","","","","033 6733214","600.85","","강원특별자치도 양양군 강현면 용호리 151-2","","","낙산크루즈B","2010-07-05 16:59:28","I","2023-06-13 00:00:00","공동탕업","342051.897148957","515131.51224377","공동탕업","4","1","0","0","1","1","2","N","","","","자가","0","0","N",
"689","목욕장업","11_44_01_P","4351000","4351000-202-2011-00001","2011-08-23","","03","폐업","02","폐업","2016-07-19","","","","033 673 4041","339.77","","강원특별자치도 양양군 서면 갈천리 118-2","강원특별자치도 양양군 서면 구룡령로 1103-12","25040","갈천불한증막","2013-12-10 15:53:46","I","2023-06-13 00:00:00","한증막업","331876.576754022","490923.718231771","한증막업","2","0","1","1","0","0","2","N","","","","자가","0","0","N",
"690","목욕장업","11_44_01_P","4351000","4351000-202-2007-00001","2007-01-23","","03","폐업","02","폐업","2016-06-27","","","","033 6718852","430.96","","강원특별자치도 양양군 강현면 강선리 26 외 1필지","강원특별자치도 양양군 강현면 강선중앙길 9","25000","설악불한증막","2013-12-10 15:49:33","I","2023-06-13 00:00:00","찜질시설서비스영업","339869.203873604","517600.74104017","찜질시설서비스영업","1","0","1","1","0","0","2","Y","","","","자가","0","0","N",
"691","목욕장업","11_44_01_P","4351000","4351000-202-1994-00001","1994-07-26","","03","폐업","02","폐업","2011-09-20","","","","033 6724000","485.17","","강원특별자치도 양양군 강현면 전진리 3-2","","","낙산비치호텔공동탕","2007-02-13 00:00:00","I","2023-06-13 00:00:00","공동탕업","342928.923063274","514649.702661704","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"692","목욕장업","11_44_01_P","4351000","4351000-202-2007-00002","2007-03-14","","03","폐업","02","폐업","2016-11-29","","","","033 671 4181","511.29","","강원특별자치도 양양군 강현면 전진리 7-4 외2필지","강원특별자치도 양양군 강현면 낙산사로 42","25009","낙산24시찜질방","2014-04-19 13:23:18","I","2023-06-13 00:00:00","찜질시설서비스영업","342916.119533647","514377.937889633","찜질시설서비스영업","4","1","0","0","1","1","2","Y","","","","자가","0","0","N",
"693","목욕장업","11_44_01_P","4351000","4351000-202-2007-00003","2007-06-13","","03","폐업","02","폐업","2023-12-26","","","","033 6728881","154.00","","강원특별자치도 양양군 서면 오색리 460-13","강원특별자치도 양양군 서면 대청봉길 58-33","25033","약수온천탕","2023-12-26 13:26:42","U","2023-12-28 02:40:00","공동탕업","327040.349781811","509433.149108834","공동탕업","2","1","0","0","1","1","2","Y","","","","자가","0","0","N",
"694","목욕장업","11_44_01_P","4351000","4351000-202-2012-00002","2012-08-03","","03","폐업","02","폐업","2020-12-24","","","","033 671 0333","2118.51","","강원특별자치도 양양군 강현면 용호리 151-2","강원특별자치도 양양군 강현면 동해대로 3233","25004","설악크루즈","2020-12-24 19:57:52","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","342051.897148957","515131.51224377","공동탕업+찜질시설서비스영업","4","1","4","0","1","0","4","Y","","","","","0","0","N",
"695","목욕장업","11_44_01_P","4351000","4351000-202-2003-00002","2003-01-24","","03","폐업","02","폐업","2023-08-01","","","","033 6710664","1170.54","","강원특별자치도 양양군 양양읍 남문리 29","강원특별자치도 양양군 양양읍 양양로 53","25030","천동대중사우나","2023-08-01 16:29:23","U","2023-08-03 02:40:00","공동탕업","342361.779394766","509324.852072128","공동탕업","4","0","2","3","0","0","2","Y","","","","임대","0","0","N",
"696","목욕장업","11_44_01_P","4351000","4351000-202-2007-00005","2007-07-26","","03","폐업","02","폐업","2016-01-18","","","","033 6727794","492.90","","강원특별자치도 양양군 현남면 시변리 38-9","강원특별자치도 양양군 현남면 인구중앙길 79","25053","용천사우나","2015-10-23 15:54:49","I","2023-06-13 00:00:00","공동탕업+찜질시설서비스영업","354527.698880025","497994.831212553","공동탕업+찜질시설서비스영업","2","1","1","2","0","0","2","Y","","","","자가","0","0","N",
"697","목욕장업","11_44_01_P","4351000","4351000-202-1997-00002","1997-11-27","","03","폐업","02","폐업","2010-08-27","","","","033 6725000","659.09","","강원특별자치도 양양군 양양읍 조산리 433-1","","","프레야낙산콘도공동탕","2008-03-19 15:24:41","I","2023-06-13 00:00:00","공동탕업","343538.675582046","513348.412245965","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"698","목욕장업","11_44_01_P","4351000","4351000-202-2003-00003","2003-10-20","","03","폐업","02","폐업","2006-08-21","","","","033  6726811","0.00","","강원특별자치도 양양군 양양읍 남문리 160","","","세종목욕탕","2005-08-16 00:00:00","I","2023-06-13 00:00:00","공동탕업","342107.389073433","509155.364052762","공동탕업","3","1","1","1","0","0","2","Y","","","","임대","0","0","N",
"699","목욕장업","11_44_01_P","4351000","4351000-202-1971-00001","1971-10-30","","03","폐업","02","폐업","1998-09-15","","","","033 6712027","0.00","","강원특별자치도 양양군 양양읍 남문리 0","","","양양목욕탕","2003-01-13 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"700","목욕장업","11_44_01_P","4351000","4351000-202-1983-00001","1983-02-14","","03","폐업","02","폐업","1987-09-23","","","","","0.00","","강원특별자치도 양양군 서면 오색리 459","","","만천장목욕탕","2003-01-13 00:00:00","I","2023-06-13 00:00:00","공동탕업","","","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"701","목욕장업","11_44_01_P","4351000","4351000-202-1983-00003","1983-06-29","","03","폐업","02","폐업","2000-10-10","","","","","0.00","","강원특별자치도 양양군 서면 오색리 460-6","","","현대온천목욕탕","2004-03-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","327004.517267746","509471.574791757","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"702","목욕장업","11_44_01_P","4351000","4351000-202-1983-00004","1983-11-26","","03","폐업","02","폐업","2012-02-27","","","","033 6712091","0.00","","강원특별자치도 양양군 양양읍 남문리 2-8","","","삼강탕","2007-11-23 12:01:45","I","2023-06-13 00:00:00","공동탕업","342510.353676309","509586.775525168","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"703","목욕장업","11_44_01_P","4351000","4351000-202-1990-00001","1990-02-20","","03","폐업","02","폐업","2005-10-18","","","","033 6723850","220.58","","강원특별자치도 양양군 서면 오색리 460-5","","","설악대중목욕탕","2005-11-09 00:00:00","I","2023-06-13 00:00:00","공동탕업","326999.992357361","509517.880330604","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"704","목욕장업","11_44_01_P","4351000","4351000-202-1990-00002","1990-09-03","","03","폐업","02","폐업","2002-10-01","","","","033 6713968","0.00","","강원특별자치도 양양군 양양읍 남문리 160","","","세종목욕탕","2004-03-12 00:00:00","I","2023-06-13 00:00:00","공동탕업","342107.389073433","509155.364052762","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"705","목욕장업","11_44_01_P","4351000","4351000-202-1997-00001","1997-09-13","","03","폐업","02","폐업","2001-06-04","","","","033 6712355","0.00","","강원특별자치도 양양군 양양읍 남문리 29","","","신협대중목욕탕","2003-08-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","342361.779394766","509324.852072128","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"706","목욕장업","11_44_01_P","4351000","4351000-202-1998-00001","1998-09-16","","03","폐업","02","폐업","2000-08-13","","","","033 6728881","137.60","","강원특별자치도 양양군 서면 오색리 460-13","","","약수온천장","2003-08-13 00:00:00","I","2023-06-13 00:00:00","공동탕업","327040.349781811","509433.149108834","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"707","목욕장업","11_44_01_P","4351000","4351000-202-2000-00001","2000-12-22","","03","폐업","02","폐업","2005-11-04","","","","033 6728433","157.04","","강원특별자치도 양양군 강현면 정암리 154-3","","","에바다호텔목욕탕","2005-11-04 00:00:00","I","2023-06-13 00:00:00","공동탕업","341637.935944293","516162.239116839","공동탕업","0","0","0","0","0","0","0","N","","","","","0","0","N",
"708","목욕장업","11_44_01_P","4351000","4351000-202-2007-00006","2007-10-26","","03","폐업","02","폐업","2021-12-23","","","","033 6722645","220.58","","강원특별자치도 양양군 서면 오색리 460-5","강원특별자치도 양양군 서면 대청봉길 58-12","25033","설악온천장 대중탕","2021-12-23 14:36:52","I","2023-06-13 00:00:00","공동탕업","326999.992357361","509517.880330604","공동탕업","2","1","0","0","1","1","2","N","","","","자가","0","0","N",
"709","목욕장업","11_44_01_P","4351000","4351000-202-2005-00001","2005-01-27","","03","폐업","02","폐업","2018-01-29","","","","033 6733214","2178.88","","강원특별자치도 양양군 강현면 용호리 151-5","강원특별자치도 양양군 강현면 동해대로 3233","25004","낙산크루즈","2018-01-29 11:48:32","I","2023-06-13 00:00:00","공동탕업","342130.532779727","515169.019566716","공동탕업","7","1","2","3","0","0","2","Y","","","","자가","0","0","N",
"710","목욕장업","11_44_01_P","4351000","4351000-202-2008-00001","2008-05-16","","03","폐업","02","폐업","2008-05-19","","","","033 6701000","953.11","","강원특별자치도 양양군 서면 오색리 511","","","오색그린야드호텔松불가마","2008-05-16 18:00:05","I","2023-06-13 00:00:00","찜질시설서비스영업","326960.975344781","509635.532131066","찜질시설서비스영업","5","3","0","0","2","2","12","Y","","","","자가","0","0","N",
