"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"1891","옥외광고업","04_15_01_P","4261000","2000426005508500001","2007-07-10","","03","폐업","40","폐업","2014-02-26","","","","0333439864","","","강원특별자치도 횡성군 횡성읍 읍하리 ***-*","강원특별자치도 횡성군 횡성읍 읍하남로**번길 **","","태성소방(주)","2014-06-29 16:05:24","I","2023-06-13 00:00:00","","287389.381586127","444058.743251633","간판, 현수막 제작 판촉대행",
"1892","옥외광고업","04_15_01_P","4261000","2004426004308200001","2004-08-10","","03","폐업","40","폐업","2009-08-27","","","","033 3441020","","","강원특별자치도 횡성군 둔내면 자포곡리 ***-*","강원특별자치도 횡성군 둔내면 둔내로**번길 **","","태기","2009-09-02 14:41:21","I","2023-06-13 00:00:00","","307591.659512305","446238.654006536","간판제작",
"1893","옥외광고업","04_15_01_P","4261000","2005426000308200002","2005-09-23","","03","폐업","40","폐업","","","","","033 3428144","","","강원특별자치도 횡성군 우천면 산전리 ***-*","","225-813","(주)이화정공","2013-12-16 16:16:10","I","2023-06-13 00:00:00","","296454.193708374","444217.771705917","옥외광고 제작 및 설치",
"1894","옥외광고업","04_15_01_P","4261000","2005426000308200003","2005-12-02","","03","폐업","40","폐업","2009-01-29","","","","033 3455340","","","강원특별자치도 횡성군 횡성읍 읍하리 **","강원특별자치도 횡성군 횡성읍 삼일로 **","","중앙애드","2009-01-30 17:07:26","I","2023-06-13 00:00:00","","287159.220535859","443647.030649211","간판 및 광고물",
"1895","옥외광고업","04_15_01_P","4261000","2005426004308200002","2013-05-24","","03","폐업","40","폐업","2018-06-29","","","","033 3440880","","","강원특별자치도 횡성군 횡성읍 읍하리 ***","강원특별자치도 횡성군 횡성읍 문정로 **-*","25233","현대종합광고","2018-08-06 14:38:57","I","2023-06-13 00:00:00","","287043.057890636","443413.67599176","옥외광고",
"1896","옥외광고업","04_15_01_P","4261000","2005426004308200003","2023-05-30","","03","폐업","40","폐업","2025-03-28","","","","033 3438000","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 성북동로**번길 *","25226","서울종합광고","2025-03-28 10:51:30","U","2025-03-30 02:40:00","","287756.566685941","443632.022688307","간판 및 광고물 제작",
"1897","옥외광고업","04_15_01_P","4261000","2008426005508500002","2009-03-04","","03","폐업","40","폐업","2010-08-05","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 향교서로 *-*","","(합)정원건설","2010-08-05 13:47:11","I","2023-06-13 00:00:00","","287649.087355475","443176.467800428","- 옥외광고제작
- 옥외광고대행업",
"1898","옥외광고업","04_15_01_P","4261000","2008426005508500003","2019-01-07","","03","폐업","40","폐업","2025-01-02","","","","033 343 3207","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 읍마남로 **","225-807","삼우광고기획","2025-01-20 17:18:26","U","2025-01-22 02:40:00","","287719.96226981","443245.699865306","옥외광고업",
"1899","옥외광고업","04_15_01_P","4261000","2009426005508500002","2010-03-02","","03","폐업","40","폐업","2014-06-27","","","","033 343 2100","","","강원특별자치도 횡성군 우천면 양적리 **-**","강원특별자치도 횡성군 우천면 수남로***번길 *","","주식회사 케이사인","2014-06-29 16:04:39","I","2023-06-13 00:00:00","","293452.514227267","440104.399207998","광고디자인, 간판, 현수막 제작",
"1900","옥외광고업","04_15_01_P","4261000","2010426005508500001","2010-08-31","","03","폐업","40","폐업","2011-05-31","","","","033 344 5876","","","강원특별자치도 횡성군 횡성읍 읍하리 ***-**","강원특별자치도 횡성군 횡성읍 읍하로 **","","엔엘텍","2011-05-31 13:13:06","I","2023-06-13 00:00:00","","287271.399437566","444041.195398504","광고업",
"1901","옥외광고업","04_15_01_P","4261000","2011426006608500001","2013-04-24","","03","폐업","40","폐업","2013-04-24","","","","033 344 5876","","","강원특별자치도 횡성군 횡성읍 읍하리 ***","강원특별자치도 횡성군 횡성읍 태기로 *-*","225-808","디자인 리오","2013-06-26 17:42:16","I","2023-06-13 00:00:00","","286924.050185785","443668.185493404","옥외광고물 제작설치업",
"1902","옥외광고업","04_15_01_P","4261000","2019426006608500001","2019-05-20","","03","폐업","40","폐업","2022-03-15","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상서로 *-**","25232","하누리광고","2022-03-16 13:34:53","I","2023-06-13 00:00:00","","287268.82948031","443478.35236323","옥외광고물 제작",
"1903","옥외광고업","04_15_01_P","4261000","2020426006608500001","2019-10-28","","03","폐업","40","폐업","2020-06-15","","","","","","","","강원특별자치도 원주시 행구덕현길 ** (행구동)","26456","주식회사 지에이","2020-06-15 10:40:24","I","2023-06-13 00:00:00","","288334.926944469","426778.843998129","옥외광고물 제작 및 설치, 광고기획, 광고대행 등",
"1904","옥외광고업","04_15_01_P","4261000","2020426010408500001","2020-08-05","","03","폐업","40","폐업","2020-12-31","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 ***-*","강원특별자치도 횡성군 횡성읍 앞들동*로 **","25230","디자인루","2021-01-12 11:49:31","I","2023-06-13 00:00:00","","286862.863840083","442828.116245988","옥외광고 ( 간판 및 현수막 제작 등)",
"1905","옥외광고업","04_15_01_P","4261000","2024426108008500001","2024-11-04","","04","취소/말소/만료/정지/중지","70","취소","","","","","","","","강원특별자치도 횡성군 횡성읍 묵계리 *-**","강원특별자치도 횡성군 횡성읍 청용*길 **, *층","25241","횡성광고협동조합","2024-11-01 19:12:47","U","2024-11-03 02:40:00","","286958.421071739","441563.465103885","광고물 제작",
"1906","옥외광고업","04_15_01_P","4271000","2023427101608500002","2023-09-05","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 단종로 **","26225","미래테크","2024-06-04 09:12:45","U","2024-06-06 02:40:00","","330001.936122262","410596.816760249","옥외광고업",
"1907","옥외광고업","04_15_01_P","4271000","2023427101608500001","2023-08-28","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 영월군 북면 문곡리 **** 영월농공단지관리사무소","강원특별자치도 영월군 북면 강구길 *, 영월농공단지관리사무소","26210","(주)토토","2023-09-04 16:04:01","I","2023-09-06 00:18:13","","326098.3711021","414597.354930307","",
"1908","옥외광고업","04_15_01_P","4271000","2018427006608500003","2018-08-24","","01","영업/정상","20","정상","","","","","","","","","강원특별자치도 영월군 영월읍 덕포시장길 *, *","26229","여담광고","2024-06-04 09:39:11","U","2024-06-06 02:40:00","","331051.998584155","409854.170216198","광고, 디자인, 간판, 현수막",
"1909","옥외광고업","04_15_01_P","4271000","2022427010208500001","2022-11-30","","01","영업/정상","20","정상","","","","","033 374 1000","","","강원특별자치도 영월군 영월읍 하송리 ***-*","강원특별자치도 영월군 영월읍 하송로 ***, *층","26237","현대공사","2024-06-04 09:18:22","U","2024-06-06 02:40:00","","329190.844995082","408942.638812563","간판 및 광고물",
"1910","옥외광고업","04_15_01_P","4271000","1997427001208200032","2020-10-15","","01","영업/정상","20","정상","","","","","033 374 4329","","","강원특별자치도 영월군 영월읍 ***-*","강원특별자치도 영월군 영월읍 하송로 **","230-808","제일공사","2024-06-04 09:32:38","U","2024-06-06 02:40:00","","329822.643545268","409837.775547414","간판,광고",
"1911","옥외광고업","04_15_01_P","4271000","1998427001208200002","1998-03-04","","01","영업/정상","20","정상","","","","","033 373 8020","","","강원특별자치도 영월군 영월읍 하송리 ***-***","강원특별자치도 영월군 영월읍 영월로 ****-**","26235","광고타운","2024-06-04 09:37:02","U","2024-06-06 02:40:00","","329914.180459883","409861.174386111","간판,광고",
"1912","옥외광고업","04_15_01_P","4271000","2001427001208200004","2025-05-22","","01","영업/정상","20","정상","","","","","033 373 0477","","","강원특별자치도 영월군 영월읍 하송리 ***-**","강원특별자치도 영월군 영월읍 은행나무*길 **-*","26237","사인나라","2025-05-23 09:29:21","U","2025-05-25 02:40:00","","329890.070129572","409661.794734926","광고물 제작 설치",
"1913","옥외광고업","04_15_01_P","4271000","2004427001208200002","2011-12-06","","01","영업/정상","20","정상","","","","","033 373 2522","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 단종로 **","230-805","해오름","2024-06-04 09:44:41","U","2024-06-06 02:40:00","","330001.936122262","410596.816760249","광고물 작성(간판,인쇄,현수막)",
"1914","옥외광고업","04_15_01_P","4271000","2021427008608500002","2021-05-31","","01","영업/정상","20","정상","","","","","033 372 7771","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 단종로 **-*","26227","인디자인","2024-06-04 09:29:48","U","2024-06-06 02:40:00","","330117.053345183","410466.11803649","옥외광고업",
"1915","옥외광고업","04_15_01_P","4271000","2005427001208200002","2005-10-19","","01","영업/정상","20","정상","","","","","033  3746178","","","강원특별자치도 영월군 영월읍 영흥리 ***-* *통*반","강원특별자치도 영월군 영월읍 영월향교*길 **","","영기획","2009-07-15 14:54:08","I","2023-06-13 00:00:00","","330800.708588777","410303.160265282","종합광고",
"1916","옥외광고업","04_15_01_P","4271000","2011427006608500001","2011-02-24","","01","영업/정상","20","정상","","","","","033 374 4329","","","강원특별자치도 영월군 영월읍 하송리 ***-*","강원특별자치도 영월군 영월읍 하송로 **","","(주)제일기획","2024-08-01 16:06:43","U","2024-08-03 02:40:00","","329822.643545268","409837.775547414","현수막, 간판, 광고물 등",
"1917","옥외광고업","04_15_01_P","4271000","2011427006608500002","2011-06-17","","01","영업/정상","20","정상","","","","","033 375 5555","","","강원특별자치도 영월군 영월읍 하송리 *-*","강원특별자치도 영월군 영월읍 영월로 ****","","휴먼플러스","2024-06-04 09:43:12","U","2024-06-06 02:40:00","","330128.175417009","409838.988866469","옥외광고물 제작 설치",
"1918","옥외광고업","04_15_01_P","4271000","2014427006608500002","2014-05-30","","01","영업/정상","20","정상","","","","","033 372 0374","","","강원특별자치도 영월군 한반도면 쌍용리 ***-*","강원특별자치도 영월군 한반도면 쌍용로 **","230-835","디자인홀릭(designholic)","2024-06-04 09:15:32","U","2024-06-06 02:40:00","","317187.722637463","409827.754395052","옥외광고업",
"1919","옥외광고업","04_15_01_P","4271000","2014427006608500003","2014-09-04","","01","영업/정상","20","정상","","","","","","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴*농공단지길 **-**","230-884","(주)네오아트아이엔씨","2016-12-07 15:57:57","I","2023-06-13 00:00:00","","330408.399614569","406804.455393924","광고디자인 조형물제작 설치 전시물제작",
"1920","옥외광고업","04_15_01_P","4271000","2015427006608500001","2015-06-26","","01","영업/정상","20","정상","","","","","033 375 2008","","","강원특별자치도 영월군 영월읍 하송리 ***-*","강원특별자치도 영월군 영월읍 은행나무길 **","230-880","영서디자인","2024-06-04 09:41:59","U","2024-06-06 02:40:00","","330036.497400948","409649.400005626","광고대행, 옥외광고판촉물, 출판물, 디자인",
"1921","옥외광고업","04_15_01_P","4271000","2015427006608500002","2021-12-01","","01","영업/정상","20","정상","","","","","033 375 8448","","","강원특별자치도 영월군 영월읍 팔괴리 ****","강원특별자치도 영월군 영월읍 팔괴로 ***-**","26240","주식회사 이룸","2025-08-01 14:29:01","U","2025-08-03 02:40:00","","330081.901169822","407721.921875158","인쇄,광고,하우스시공",
"1922","옥외광고업","04_15_01_P","4271000","2016427006608500001","2017-12-29","","01","영업/정상","20","정상","","","","","033 373 6666","","","강원특별자치도 영월군 영월읍 덕포리 ***-***","강원특별자치도 영월군 영월읍 영월로 ****-**","26229","창조광고기획","2024-06-04 09:34:59","U","2024-06-06 02:40:00","","331043.99653147","409757.935490631","간판,현수막,구조물,기획디자인",
"1923","옥외광고업","04_15_01_P","4271000","2016427006608500002","2016-09-22","","01","영업/정상","20","정상","","","","","033 374 5075","","","강원특별자치도 영월군 영월읍 하송리 **-*","강원특별자치도 영월군 영월읍 은행나무*길 **-**","26237","우리들 광고기획","2024-06-04 09:40:17","U","2024-06-06 02:40:00","","330241.987399527","409785.377837468","광고대행, 옥외광고, 판촉물, 디자인",
"1924","옥외광고업","04_15_01_P","4271000","2016427006608500003","2024-03-08","","01","영업/정상","20","정상","","","","","033 372 7051","","","강원특별자치도 영월군 주천면 주천리 ****-*","강원특별자치도 영월군 주천면 주천시장길 **-*, *층","26203","주천광고","2024-06-04 09:11:42","U","2024-06-06 02:40:00","","312317.807199054","419577.975392119","옥외광고업 일반",
"1925","옥외광고업","04_15_01_P","4271000","2018427006608500001","2025-09-01","","01","영업/정상","20","정상","","2018-11-29","2019-05-26","2019-07-04","033 374 7224","","","강원특별자치도 영월군 영월읍 영흥리 ****-**","강원특별자치도 영월군 영월읍 관풍헌길 ***, *층 ***호","26227","보성디자인(주)","2025-09-16 13:06:17","U","2025-09-18 02:40:00","","330481.714936554","410383.23571141","옥외광고물제작 및 설치",
