"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"296","관광숙박업","03_11_01_P","4351000","CDFI2260032001000001","2001-02-12","","03","폐업","03","폐업","2007-04-02","","","","033-672-8500","","215-814","강원특별자치도 양양군 서면 오색리 511","","","오색그린야드호텔","2007-04-03 10:17:28","I","2023-06-13 00:00:00","","326960.975344781","509635.532131066","관광숙박업","관광사업","","8","기타","","","호텔","5","3","0","0","","","0","0","","0","0","","0","13150","","0","","","","","","","0","","","","13150","",
"297","관광숙박업","03_11_01_P","4351000","CDFI2260032008000001","2008-05-29","","01","영업/정상","13","영업중","","","","","033-670-0905","","","강원특별자치도 양양군 서면 오색리 511","강원특별자치도 양양군 서면 대청봉길 34","25033","서울시니어스타워(주) 오색그린야드호텔","2025-01-31 11:22:39","U","2025-02-02 02:40:00","","326960.975344781","509635.532131066","관광숙박업","관광사업","자연녹지지역","8","기타","","","호텔","5","3","155","0","","","0","0","","0","0","","0","37736.15","","0","","","","","","","0","","","","37736","관광호텔업",
"298","관광숙박업","03_11_01_P","4351000","CDFI2260032017000001","2017-08-18","","01","영업/정상","13","영업중","","","","","0336725800","","","강원특별자치도 양양군 현남면 북분리 423-1","강원특별자치도 양양군 현남면 북분안길 29","25052","파크애비뉴","2023-09-25 09:40:56","U","2023-09-27 02:40:00","","353253.958726858","499814.818023394","관광숙박업","","관리지역","3","기타","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","1105.05","","0","","","","","","","0","","","","1105","호스텔업",
"299","관광숙박업","03_11_01_P","4351000","CDFI2260032018000002","2018-05-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 시변리 38-9","강원특별자치도 양양군 현남면 인구중앙길 79, 2층","25053","볼컴하우스 양양","2025-03-14 09:52:38","U","2025-03-16 02:40:00","","354527.698880025","497994.831212553","관광숙박업","","일반주거지역","2","","","","숙박시설","2","0","11","0","","","0","0","","0","0","","0","500.19","","0","","","","","","","300000000","","","","500","호스텔업",
"300","관광숙박업","03_11_01_P","4351000","CDFI2260032018000003","2018-01-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 강현면 정암리 12-1","강원특별자치도 양양군 강현면 동해대로 3393","25003","베니키아 호텔 산과바다 양양","2019-04-16 17:01:27","I","2023-06-13 00:00:00","","341387.087285179","516509.629132343","관광숙박업","","관리지역","7","기타","","","숙박시설","6","1","34","192746","BENIKEA HOTEL SANNBADA YANGYANG","Tourist Accomodations(Hotel)","0","0","","0","0","","0","192746","","0","","","","","","","0","","","","192746","관광호텔업",
"301","관광숙박업","03_11_01_P","4351000","CDFI2260032019000001","2019-03-25","","01","영업/정상","13","영업중","","","","","033-671-3388","","","강원특별자치도 양양군 현남면 인구리 122-1 메종드메르","강원특별자치도 양양군 현남면 동해대로 694, 메종드메르 1동 4층","25053","메종드메르","2019-03-25 13:39:27","I","2023-06-13 00:00:00","","354763.786676008","497375.607319944","관광숙박업","","자연녹지지역","4","기타","","","숙박시설","4","0","11","0","MAISON DE MER","Tourist Accomodations(Hostel)","0","0","","0","0","","0","837.1","","0","","","","","","","120000000","","","","837","호스텔업",
"302","관광숙박업","03_11_01_P","4351000","CDFI2260032019000002","2019-11-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 시변리 25-3","강원특별자치도 양양군 현남면 인구중앙길 99","25053","핀스하우스호스텔","2024-05-07 16:58:37","U","2024-05-09 02:40:00","","354487.775579605","498211.301000448","관광숙박업","","일반주거지역","3","주택가주변","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","947.92","","0","","","","","","","0","","","","948","호스텔업",
"303","관광숙박업","03_11_01_P","4351000","CDFI2260032021000001","2021-04-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 두리 1-23 CELLOPHANE","강원특별자치도 양양군 현남면 동해대로 849-24, CELLOPHANE","25053","셀로판B","2021-04-29 17:29:08","I","2023-06-13 00:00:00","","354259.313799312","498583.984249798","관광숙박업","","자연녹지지역","4","주택가주변","","","숙박시설","4","0","0","0","","","0","0","","0","0","","0","343.85","","0","","","","","","","530000000","","","","344","호스텔업",
"304","관광숙박업","03_11_01_P","4351000","CDFI2260032021000003","2021-06-29","","01","영업/정상","13","영업중","","","","","033-670-7710","","","강원특별자치도 양양군 손양면 동호리 510-28 골든비치골프리조트","강원특별자치도 양양군 손양면 공항로 230, 골든비치골프리조트","25042","마운틴스테이","2024-04-02 10:21:58","U","2024-04-04 02:40:00","","345916.543033054","506924.392178776","관광숙박업","","관리지역","2","기타","","","숙박시설","2","1","35","10165","","","0","0","","0","0","","0","10164.67","","0","","","","","","","974249980","","","","10165","휴양콘도미니엄업",
"305","관광숙박업","03_11_01_P","4351000","CDFI2260032021000004","2021-06-29","","01","영업/정상","13","영업중","","","","","033-670-7710","","","강원특별자치도 양양군 손양면 동호리 510-28 골든비치골프리조트","강원특별자치도 양양군 손양면 공항로 230, 골든비치골프리조트","25042","설해온천","2024-04-02 10:18:33","U","2024-04-04 02:40:00","","345916.543033054","506924.392178776","관광숙박업","","관리지역","6","기타","","","숙박시설","6","3","140","31952","","","0","0","","0","0","","0","31951.54","","0","","","","","","","1190749950","","","","31952","휴양콘도미니엄업",
"306","관광숙박업","03_11_01_P","4351000","CDFI2260032021000005","2021-07-02","","01","영업/정상","13","영업중","","","","","02-789-5010","","","강원특별자치도 양양군 현남면 인구리 1-77","강원특별자치도 양양군 현남면 인구항길 17","25053","브리드 바이 마티에","2025-10-21 17:53:27","U","2025-10-23 02:40:00","","354766.539146119","497934.755022005","관광숙박업","","준주거지역","9","주택가주변","","","숙박시설","7","2","0","0","","","0","0","","0","0","","0","1379.91","","0","","","","","","","27599999000","","","","1380","관광호텔업",
"307","관광숙박업","03_11_01_P","4351000","CDFI2260032021000006","2021-10-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 동산리 199","강원특별자치도 양양군 현남면 동산큰길 69-1","25053","그로브동산","2021-10-25 11:46:54","I","2023-06-13 00:00:00","","354395.771256032","499040.441386049","관광숙박업","","주거지역","1","주택가주변","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","91.13","","0","","","","","","","50000000","","","","91","호스텔업",
"308","관광숙박업","03_11_01_P","4351000","CDFI2260032022000001","2022-08-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현북면 하광정리 638-2","강원특별자치도 양양군 현북면 하조대2길 48-19","25047","호미양양","2022-08-09 08:48:57","I","2023-06-13 00:00:00","","351338.318915176","503487.144570925","관광숙박업","","관리지역","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","141.91","","0","","","","","","","0","","","","142","호스텔업",
"309","관광숙박업","03_11_01_P","4351000","CDFI2260032023000001","2023-01-13","","01","영업/정상","13","영업중","","","","","033-630-7600","","","강원특별자치도 양양군 현남면 인구리 117-8","강원특별자치도 양양군 현남면 인구중앙길 10","25053","코랄로","2025-01-06 10:20:35","U","2025-01-08 02:40:00","","354565.280149625","497412.326515925","관광숙박업","","자연녹지지역","4","","","","숙박시설","4","1","46","5340","","","0","0","","0","0","","0","5339.6","","0","","","","","","","100000000","","","","5340","휴양콘도미니엄업",
"310","관광숙박업","03_11_01_P","4351000","CDFI2260032023000002","2023-05-09","","01","영업/정상","13","영업중","","","","","0507-1314-8324","","","강원특별자치도 양양군 현남면 인구리 63-9","강원특별자치도 양양군 현남면 인구중앙길 32-42, 2층","25053","데스커 워케이션 가든","2023-06-05 15:27:56","I","2023-06-13 00:00:00","","354688.857227297","497660.854577368","관광숙박업","","일반주거지역","2","","","","","0","0","1","55","","","0","0","","0","0","","0","54.87","","0","","","","","","","0","","","","55","호스텔업",
"311","관광숙박업","03_11_01_P","4351000","CDFI2260032007000001","2007-10-25","","01","영업/정상","13","영업중","","","","","033-670-3612","","","강원특별자치도 양양군 손양면 오산리 23-4","강원특별자치도 양양군 손양면 선사유적로 678","25042","쏠비치 호텔 양양","2025-05-12 14:43:03","U","2025-05-14 02:40:00","","346081.821183714","510801.113602134","관광숙박업","관광사업","자연녹지지역","6","기타","","","호텔","6","2","284","37363","","","0","0","","0","0","","0","32006.21","","0","","","","","","","0","","","","32006","관광호텔업",
"312","관광숙박업","03_11_01_P","4351000","CDFI2260032007000002","2007-10-25","","01","영업/정상","13","영업중","","","","","033-670-7700","","215-823","강원특별자치도 양양군 손양면 동호리 510-6","","","골든비치골프리조트 비치골프텔 휴양콘도미니엄","2017-11-29 12:53:12","I","2023-06-13 00:00:00","","345737.057727645","506921.35106568","관광숙박업","관광사업","자연녹지지역","6","기타","","","콘도미니엄","5","1","0","0","","","0","0","","0","0","","0","7735.61","","0","","","","","","","1500000000","","","","7736","휴양콘도미니엄업",
"313","관광숙박업","03_11_01_P","4351000","CDFI2260032007000003","2007-07-09","","01","영업/정상","13","영업중","","","","","033-670-3612","","","강원특별자치도 양양군 손양면 오산리 23-4","강원특별자치도 양양군 손양면 선사유적로 678","25042","쏠비치 리조트 양양","2025-05-12 14:20:07","U","2025-05-14 02:40:00","","346081.821183714","510801.113602134","관광숙박업","관광사업","자연녹지지역","7","기타","","","콘도미니엄","5","2","219","28882","","","0","0","","0","0","","0","28881.85","","0","","","","","","","0","","","","28882","휴양콘도미니엄업",
"314","관광숙박업","03_11_01_P","4351000","CDFI2260032024000005","2024-07-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 동산리 203-6","강원특별자치도 양양군 현남면 동산큰길 78-2","25053","써니라이프(VILLA SANO)","2024-07-05 10:52:43","I","2024-07-07 00:14:31","","354331.790483315","499078.682378647","관광숙박업","","준주거지역","4","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","239.35","","0","","","","","","","0","","","","239","호스텔업",
"315","관광숙박업","03_11_01_P","4351000","CDFI2260032024000003","2024-04-17","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 양양읍 청곡리 184","강원특별자치도 양양군 양양읍 관덕정길 20","25017","이당","2024-04-17 09:45:31","I","2024-04-19 00:15:40","","342391.495228147","510797.67687083","관광숙박업","","자연녹지지역","1","","","","","0","0","2","295","","","0","0","","0","0","","0","294.7","","0","","","","","","","0","","","","295","호스텔업",
"316","관광숙박업","03_11_01_P","4351000","CDFI2260032024000002","2024-04-03","","01","영업/정상","13","영업중","","","","","033-672-1718","","","강원특별자치도 양양군 현북면 하광정리 635-3","강원특별자치도 양양군 현북면 하조대2길 48-21","25047","일기일회","2024-04-03 14:03:16","I","2024-04-05 00:15:13","","351328.651023135","503525.88779849","관광숙박업","","","7","","","","","7","1","19","1733","","","0","0","","0","0","","0","1733.31","","0","","","","","","","0","","","","1733","호스텔업",
"317","관광숙박업","03_11_01_P","4351000","CDFI2260032024000004","2024-05-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 동산리 203-4","강원특별자치도 양양군 현남면 동산큰길 80","25053","인스턴트 호텔","2024-05-10 10:21:41","I","2024-05-12 00:14:54","","354314.29023327","499080.662996906","관광숙박업","","","5","","","","","0","0","9","1423","","","0","0","","0","0","","0","1423.49","","0","","","","","","","0","","","","1423","호스텔업",
"318","관광숙박업","03_11_01_P","4351000","CDFI2260032024000001","2024-03-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 현남면 동산리 90-20","강원특별자치도 양양군 현남면 동산큰길 11","25053","글림","2024-03-15 09:26:44","I","2024-03-17 00:15:28","","354475.885119982","498591.886674376","관광숙박업","","일반상업지역","10","","","","","10","0","7","0","","","0","0","","0","0","","0","999.11","","0","","","","","","","0","","","","999","호스텔업",
