"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"397","안경업","01_02_01_P","4301000","PHMB219934300012082200001","1993-08-29","","01","영업/정상","13","영업중","","","","","033-452-6822","","269-805","강원특별자치도 철원군 갈말읍 신철원1리 973번지 8호","강원특별자치도 철원군 갈말읍 삼부연로 2-2","24048","아이마트안경","2013-05-29 14:02:12","I","2023-06-13 00:00:00","","226953.299248089","515817.205799985","1","1","1","1","1","1","1","1","1","0",
"398","안경업","01_02_01_P","4301000","PHMB220024300012082200001","2002-10-23","","01","영업/정상","13","영업중","","","","","033-455-0727","","269-816","강원특별자치도 철원군 동송읍 이평리 854번지 7호","강원특별자치도 철원군 동송읍 이평로 64","","1001안경","2021-05-03 12:00:55","I","2023-06-13 00:00:00","","218918.327411742","522969.866970655","1","1","1","1","1","1","1","1","1","0",
"399","안경업","01_02_01_P","4301000","PHMB220054300012082200001","2005-02-16","","01","영업/정상","13","영업중","","","","","033-455-6006","","269-816","강원특별자치도 철원군 동송읍 이평리 679번지 70호","강원특별자치도 철원군 동송읍 금학로 233-1","","철원눈사랑안경.콘텍트","2008-11-10 11:08:05","I","2023-06-13 00:00:00","","218944.517422496","522952.931434832","1","1","1","1","1","1","1","1","1","0",
"400","안경업","01_02_01_P","4301000","PHMB220174300012082200002","2017-08-14","","01","영업/정상","13","영업중","","","","","","","","","강원특별자치도 철원군 동송읍 금학로 208, 셀렉트안경원","24015","셀렉트 렌즈미","2024-09-09 16:17:02","U","2024-09-11 02:40:00","","219103.584402052","522733.862450258","1","1","1","1","1","1","1","1","1","124",
"401","안경업","01_02_01_P","4301000","PHMB220244301030082200001","2024-03-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 철원군 갈말읍 신철원리 673-5","강원특별자치도 철원군 갈말읍 삼부연로 9-3","24042","바름안경","2024-04-01 17:09:02","I","2024-04-03 00:15:57","","227010.155802679","515867.964055554","1","0","0","1","1","0","0","0","0","46.48",
"402","안경업","01_02_01_P","4311000","PHMB220204310010082200001","2020-09-24","","01","영업/정상","13","영업중","","","","","033-442-3676","","","강원특별자치도 화천군 화천읍 하리 44-43","강원특별자치도 화천군 화천읍 중앙로 12-2","24129","GOOD DAY 안경원","2020-09-25 08:54:37","I","2023-06-13 00:00:00","","261809.84925175","511526.006248022","1","0","0","1","1","0","0","0","0","84",
"403","안경업","01_02_01_P","4311000","PHMB219814310010082200001","1981-06-08","","01","영업/정상","13","영업중","","","","","033-441-2148","","209-804","강원특별자치도 화천군 화천읍 하리 101-28","강원특별자치도 화천군 화천읍 상승로 45","24121","명성안경원","2025-01-21 14:39:34","U","2025-01-23 02:40:00","","261698.377479394","511589.957284681","1","1","1","1","1","1","1","1","1","0",
"404","안경업","01_02_01_P","4311000","PHMB219824310010082200001","1982-01-14","","01","영업/정상","13","영업중","","","","","033-441-4121","","209-834","강원특별자치도 화천군 사내면 사창리 454-23","강원특별자치도 화천군 사내면 사내로 42-2","24154","명신당안경원","2008-12-18 11:34:50","I","2023-06-13 00:00:00","","245665.84047585","507807.491065148","1","1","1","1","1","1","1","1","1","0",
"405","안경업","01_02_01_P","4311000","PHMB219864310010082200001","1986-05-12","","01","영업/정상","13","영업중","","","","","033-441-4037","","209-834","강원특별자치도 화천군 사내면 사창리 456-1","강원특별자치도 화천군 사내면 사내로 10-15","24154","이태리안경원","2009-12-07 17:47:04","I","2023-06-13 00:00:00","","245825.56935628","507790.481776978","1","1","1","1","1","1","1","1","1","37.62",
"406","안경업","01_02_01_P","4311000","PHMB219924310010082200001","1992-01-23","","01","영업/정상","13","영업중","","","","","033-442-9993","","209-804","강원특별자치도 화천군 화천읍 하리 36번지 6호","강원특별자치도 화천군 화천읍 상승로 33","24121","밝은세상안경원","2011-11-01 17:20:04","I","2023-06-13 00:00:00","","261638.024650476","511488.800550055","1","1","1","1","1","1","1","1","1","34.57",
"407","안경업","01_02_01_P","4321000","PHMB220054320010082200001","2005-06-10","","03","폐업","03","폐업","2009-06-05","","","","033-482-3345","","255-804","강원특별자치도 양구군 양구읍 상리 227-33번지","","","이안경원","2009-06-05 14:52:14","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"408","안경업","01_02_01_P","4321000","PHMB220074320010082200001","2007-06-18","","03","폐업","03","폐업","2011-06-01","","","","","","255-804","강원특별자치도 양구군 양구읍 상리 273-14번지","","","서울안경","2011-06-27 14:38:19","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"409","안경업","01_02_01_P","4321000","PHMB220094320010082200002","2009-07-16","","03","폐업","03","폐업","2013-07-15","","","","481-2867","","255-804","강원특별자치도 양구군 양구읍 상리 272번지 4호","강원특별자치도 양구군 양구읍 양록길 100","","안경마트","2013-07-15 16:34:44","I","2023-06-13 00:00:00","","286720.561440214","511958.378920844","1","1","1","1","1","2","1","1","1","15.81",
"410","안경업","01_02_01_P","4321000","PHMB220094320010082200001","2009-05-13","","03","폐업","03","폐업","2014-05-26","","","","482-0770","","255-804","강원특별자치도 양구군 양구읍 상리 269번지 3호","강원특별자치도 양구군 양구읍 중앙길 29","","빠리안경","2014-05-26 09:39:41","I","2023-06-13 00:00:00","","286707.183047624","511930.328016288","1","1","1","1","1","1","1","1","1","32.69",
"411","안경업","01_02_01_P","4321000","PHMB220184320010082200001","2018-03-28","","03","폐업","03","폐업","2019-01-30","","","","","","","강원특별자치도 양구군 양구읍 상리 272번지 4호","강원특별자치도 양구군 양구읍 양록길 100","24533","양구안경마트","2019-01-30 09:51:46","I","2023-06-13 00:00:00","","286720.561440214","511958.378920844","2","1","1","2","1","2","2","1","1","28",
"412","안경업","01_02_01_P","4321000","PHMB220134320010082200001","2013-07-17","","03","폐업","03","폐업","2017-10-24","","","","481-2867","","","","강원특별자치도 양구군 양구읍 양록길 100","24533","안경마트","2017-10-24 10:18:08","I","2023-06-13 00:00:00","","286720.561440214","511958.378920844","1","1","1","1","1","1","1","1","1","36.3",
"413","안경업","01_02_01_P","4321000","PHMB220044320010082200001","2004-08-27","","01","영업/정상","13","영업중","","","","","033-481-3361","","255-802","강원특별자치도 양구군  중리","강원특별자치도 양구군 양구읍 중앙길 11","24525","명동안경원","2008-12-04 10:25:01","I","2023-06-13 00:00:00","","286707.640221274","512024.946352835","1","3","1","1","2","1","1","1","1","0",
"414","안경업","01_02_01_P","4321000","PHMB220054320010082200002","2005-11-30","","01","영업/정상","13","영업중","","","","","481-8799","","255-804","강원특별자치도 양구군 양구읍 상리 328번지 2호","강원특별자치도 양구군 양구읍 중심로 192","","뉴서전안경원","2009-07-08 16:55:04","I","2023-06-13 00:00:00","","286719.511570459","512076.271637747","1","1","1","1","1","1","1","1","1","36.51",
"415","안경업","01_02_01_P","4321000","PHMB220214320010082200001","2021-01-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양구군 양구읍 상리 206-1","강원특별자치도 양구군 양구읍 양구새싹로 27, 101호","24535","인생안경","2021-01-28 08:36:18","I","2023-06-13 00:00:00","","286624.192218804","511548.912274914","1","0","0","1","1","0","0","0","0","76",
"416","안경업","01_02_01_P","4331000","PHMB219914330012082200001","1991-02-20","","03","폐업","03","폐업","2010-01-14","","","","033-461-1994","","252-806","강원특별자치도 인제군 인제읍 상동리361-3","","","세브란스안경원","2010-04-13 15:43:37","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"417","안경업","01_02_01_P","4331000","PHMB219954330012082200001","1995-06-02","","03","폐업","03","폐업","2015-12-31","","","","033-461-5246","","252-940","강원특별자치도 인제군 기린면 현리639-8","","","미공사안경원","2015-12-31 11:59:29","I","2023-06-13 00:00:00","","","","1","1","1","1","1","1","1","1","1","0",
"418","안경업","01_02_01_P","4331000","PHMB220084330012082200001","2008-09-02","","01","영업/정상","13","영업중","","","","","033-461-9200","","252-806","강원특별자치도 인제군 인제읍 상동리 96번지 3호","강원특별자치도 인제군 인제읍 비봉로 43","24635","이안경원","2024-07-10 11:11:16","U","2024-07-12 02:40:00","","303051.392986928","507663.298346054","1","1","1","1","1","1","1","1","1","0",
"419","안경업","01_02_01_P","4331000","PHMB219944330012082200001","1994-01-25","","01","영업/정상","13","영업중","","","","","033-462-5710","","","강원특별자치도 인제군 북면 원통리 645번지 17호","강원특별자치도 인제군 북면 원통로 174","24617","알프스안경원","2019-08-28 13:07:10","I","2023-06-13 00:00:00","","305478.478805894","513972.167886274","1","1","1","1","1","1","1","1","1","0",
"420","안경업","01_02_01_P","4331000","PHMB219964330012082200001","1996-08-23","","01","영업/정상","13","영업중","","","","","033-461-0035","","","강원특별자치도 인제군 인제읍 상동리 347번지 4호","강원특별자치도 인제군 인제읍 비봉로 2","24632","서전안경원","2019-12-23 17:17:34","I","2023-06-13 00:00:00","","302774.502841297","507969.482020543","1","1","1","1","1","1","1","1","1","0",
"421","안경업","01_02_01_P","4331000","PHMB220164330012082200001","2016-06-30","","01","영업/정상","13","영업중","","","","","033-462-0202","","","","강원특별자치도 인제군 인제읍 인제로193번길 1, 103호","24631","EYE사랑 안경원","2024-07-10 11:10:35","U","2024-07-12 02:40:00","","302748.209555003","508000.309205164","1","1","1","1","1","1","1","1","1","0",
"422","안경업","01_02_01_P","4331000","PHMB220224330012082200001","2022-11-19","","01","영업/정상","13","영업중","","","","","033-463-3378","","","강원특별자치도 인제군 인제읍 상동리 261-1","강원특별자치도 인제군 인제읍 비봉로 16, 1층","24632","안녕 안경","2024-07-10 11:09:24","U","2024-07-12 02:40:00","","302847.681160559","507834.282512708","1","0","0","1","1","0","0","0","0","62.06",
"423","안경업","01_02_01_P","4331000","PHMB219914330012082200003","1991-06-11","","01","영업/정상","13","영업중","","","","","033-461-3413","","252-823","강원특별자치도 인제군 북면 원통2리 646번지 4호 1반","강원특별자치도 인제군 북면 원통로 179","","독일안경원","2024-07-10 11:12:03","U","2024-07-12 02:40:00","","305487.310283518","514039.603544575","1","1","1","1","1","1","1","1","1","0",
"424","안경업","01_02_01_P","4341000","PHMB219914340013082200001","1991-06-22","","03","폐업","03","폐업","2022-01-27","","","","","","219-900","강원특별자치도고성군 거진읍 거진8리10반","강원특별자치도 고성군 거진읍 거탄진로 117","24717","서독안경","2022-01-27 13:55:40","I","2023-06-13 00:00:00","","326891.572787891","550171.568345662","1","1","1","1","1","1","1","1","1","33",
"425","안경업","01_02_01_P","4341000","PHMB220224340013082200001","2014-07-16","","01","영업/정상","13","영업중","","","","","","","","","강원특별자치도 고성군 거진읍 거탄진로 134","24713","새샘하우스안경원","2024-07-01 09:52:41","U","2024-07-03 02:40:00","","327004.529999726","550270.875457973","1","1","1","1","2","1","1","1","1","59.5",
"426","안경업","01_02_01_P","4341000","PHMB219914340013082200002","1991-10-23","","01","영업/정상","13","영업중","","","","","033-681-5400","","219-800","강원특별자치도고성군 간성읍 하1리5반","강원특별자치도 고성군 간성읍 간성로 53-2","24736","신원안경원","2011-11-29 11:20:05","I","2023-06-13 00:00:00","","328290.216713892","542802.175946308","1","1","1","1","1","1","1","1","1","0",
"427","안경업","01_02_01_P","4341000","PHMB220214340013082200001","2021-04-21","","01","영업/정상","13","영업중","","","","","0336821004","","","강원특별자치도 고성군 간성읍 하리 2-10","강원특별자치도 고성군 간성읍 간성로 64","24735","글라스타안경고성군청앞점","2025-05-21 15:48:23","U","2025-05-24 02:40:00","","328213.714674538","542847.277697815","1","0","0","1","1","0","0","0","0","131.9",
"428","안경업","01_02_01_P","4351000","PHMB220174350012082200001","2017-10-12","","03","폐업","03","폐업","2019-04-02","","","","","","","강원특별자치도 양양군 양양읍 남문리 16번지 19호 1층","강원특별자치도 양양군 양양읍 양양로 58-2, 1층","25022","베스트 안경원","2019-04-02 11:29:30","I","2023-06-13 00:00:00","","342311.482189863","509333.080919246","1","1","1","1","1","1","1","1","1","27.9",
"429","안경업","01_02_01_P","4351000","PHMB219984350012082200001","1998-08-25","","01","영업/정상","13","영업중","","","","","033-672-5453","","218-806","강원특별자치도 양양군 양양읍 남문1리 131-1","강원특별자치도 양양군 양양읍 양양로 86","25023","하나안경원","2019-08-16 17:47:43","I","2023-06-13 00:00:00","","342069.797204946","509205.033277894","1","1","1","1","1","1","1","1","1","0",
"430","안경업","01_02_01_P","4351000","PHMB219884350012082200001","1988-05-02","","01","영업/정상","13","영업중","","","","","033-671-0406","","215-804","강원특별자치도 양양군 양양읍 남문1리 82번지 1호","강원특별자치도 양양군 양양읍 양양로 72","25023","독일안경","2020-11-09 16:57:24","I","2023-06-13 00:00:00","","342202.807221925","509270.554085348","1","1","1","1","1","1","1","1","1","0",
"431","안경업","01_02_01_P","4351000","PHMB220124350012082200001","2012-03-02","","01","영업/정상","13","영업중","","","","","671-0046","","215-803","강원특별자치도 양양군 양양읍 연창리 183번지 8호","강원특별자치도 양양군 양양읍 양양로 15","25031","눈애 미소 안경","2022-11-25 14:04:25","I","2023-06-13 00:00:00","","342650.333428607","509598.515403164","1","1","1","1","2","1","1","2","2","105",
