"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"26659","담배소매업","11_43_02_P","4311000","1975431000705600117","1975-07-01","","03","폐업","2","폐업처리","2018-04-16","","","","033 4413266","","209-805","강원특별자치도 화천군 화천읍 풍산리 752번지 1통 3반","","","풍년상회","2018-04-16 11:20:54","I","2023-06-13 00:00:00","","","","19750701","2009년11월법개정전자료",
"26660","담배소매업","11_43_02_P","4311000","1975431000705600159","1975-07-01","","03","폐업","2","폐업처리","2006-11-27","","","","033 4422631","","","호","","","아리사","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26661","담배소매업","11_43_02_P","4311000","1975431005205600002","1975-07-01","","03","폐업","2","폐업처리","2008-07-31","","","","00000000","","","강원특별자치도 화천군 화천읍 상리 35번지 24호 1통 4반","강원특별자치도 화천군 화천읍 상승로 92","","무","2008-07-31 15:24:56","I","2023-06-13 00:00:00","","261788.663803958","512029.658685676","19750701","2009년11월법개정전자료",
"26662","담배소매업","11_43_02_P","4311000","2008431005205600001","2008-01-15","","03","폐업","2","폐업처리","2019-11-05","","","","442-2581","","209-807","강원특별자치도 화천군 상서면 신풍리 206번지 7호 3반","강원특별자치도 화천군 상서면 영서로 6447","","새로운상회","2019-11-05 14:18:59","I","2023-06-13 00:00:00","","259757.287918205","513265.436473097","20080115","2009년11월법개정전자료",
"26663","담배소매업","11_43_02_P","4311000","2008431005205600002","2008-01-15","","03","폐업","2","폐업처리","2011-07-26","","","","441-7062","","209-814","강원특별자치도 화천군 상서면 봉오리 361번지 10호","","","서선상회","2011-07-26 17:19:05","I","2023-06-13 00:00:00","","252491.556568387","521040.276726263","20080115","2009년11월법개정전자료",
"26664","담배소매업","11_43_02_P","4311000","2004431000705600019","2004-12-13","","03","폐업","2","폐업처리","2016-04-12","","","","033 4415335","","","강원특별자치도 화천군 사내면 사창리 455번지 1호","강원특별자치도 화천군 사내면 사내로 40-4","","할렐루야마트","2016-04-12 18:07:20","I","2023-06-13 00:00:00","","245678.654536557","507778.998621154","20041213","2009년11월법개정전자료",
"26665","담배소매업","11_43_02_P","4311000","2005431000705600003","2005-04-11","","03","폐업","2","폐업처리","2007-05-09","","","","033 4412160","","","강원특별자치도 화천군 화천읍 아리 241호","강원특별자치도 화천군 화천읍 화천새싹길 33","","구내매점","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","261962.3021615","511717.594322482","","",
"26666","담배소매업","11_43_02_P","4311000","2005431000705600004","2005-04-11","","03","폐업","2","폐업처리","2021-01-11","","","","0334416 758","","","강원특별자치도 화천군 하남면 원천리 504번지 1   호","강원특별자치도 화천군 하남면 호수마을길 39","","부녀회구판장","2021-01-11 13:16:22","I","2023-06-13 00:00:00","","258711.818423254","506045.748431748","20050411","2009년11월법개정전자료",
"26667","담배소매업","11_43_02_P","4311000","2005431000705600005","2005-04-14","","03","폐업","2","폐업처리","2011-04-04","","","","033 4416129","","209-811","강원특별자치도 화천군 상서면 파포리 295-7번지","강원특별자치도 화천군 상서면 평촌길 126","209-811","광일상회","2014-02-25 13:05:17","I","2023-06-13 00:00:00","","256844.578421986","517490.281316549","20050414","2009년11월법개정전자료",
"26668","담배소매업","11_43_02_P","4311000","2005431000705600008","2005-05-02","","03","폐업","2","폐업처리","2006-12-28","","","","033 4421300","","","강원특별자치도 화천군 화천읍 아리 225번지 5호","강원특별자치도 화천군 화천읍 산수화로1길 51","","농수축마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","262103.425260697","511766.684738981","","",
"26669","담배소매업","11_43_02_P","4311000","2005431000705600010","2005-05-25","","03","폐업","2","폐업처리","2021-03-25","","","","033 4424184","","","강원특별자치도 화천군 화천읍 대이리 131번지 5   호","강원특별자치도 화천군 화천읍 평화로 537","","대붕마트","2021-03-25 11:39:23","I","2023-06-13 00:00:00","","266206.603935224","510400.519336972","20050525","2009년11월법개정전자료",
"26670","담배소매업","11_43_02_P","4311000","2019431005205600007","2019-11-29","","03","폐업","2","폐업처리","2025-08-05","","","","","","","강원특별자치도 화천군 사내면 삼일리 161번지","강원특별자치도 화천군 사내면 큰방단길 63","24161","화천 다희펜션캠핑장","2025-08-05 15:00:17","U","2025-08-09 02:40:00","","247010.401506841","505718.874847257","20191129","제7조의3제2항에따른경우",
"26671","담배소매업","11_43_02_P","4311000","2002431000705600096","2002-06-08","","03","폐업","2","폐업처리","2002-07-18","","","","9343552","","","강원특별자치도 화천군 간동면 간척리 681번지 11호","강원특별자치도 화천군 간동면 춘양로 928","","소양매점","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","271991.707956235","503209.385694728","","",
"26672","담배소매업","11_43_02_P","4311000","2017431005205600007","2017-05-29","","03","폐업","2","폐업처리","2019-10-07","","","","033-441-7977","","","","강원특별자치도 화천군 사내면 포화로 698","24150","맹대유원지","2019-10-07 15:03:07","I","2023-06-13 00:00:00","","242923.208018336","508208.428139075","20170529","제7조의3제2항에따른경우",
"26673","담배소매업","11_43_02_P","4311000","2017431005205600008","2017-06-08","","03","폐업","2","폐업처리","2022-09-27","","","","033)442-2398","","","","강원특별자치도 화천군 화천읍 상승로8길 36 (복지미니수퍼)","24117","복지미니슈퍼","2022-09-29 09:17:55","I","2023-06-13 00:00:00","","261827.081761944","512170.2458971","20170608","제7조의3제2항에따른경우",
"26674","담배소매업","11_43_02_P","4311000","2020431005205600005","2020-09-29","","03","폐업","2","폐업처리","2021-05-07","","","","","","","강원특별자치도 화천군 사내면 사창리 870-1 대원주유소","강원특별자치도 화천군 사내면 포화로 1022, 대원주유소","24159","주식회사 대원","2021-05-09 12:55:01","I","2023-06-13 00:00:00","","245105.166887855","506549.718637228","20200929","제7조의3제2항에따른경우",
"26675","담배소매업","11_43_02_P","4311000","2020431005205600006","2020-10-12","","03","폐업","2","폐업처리","2022-07-18","","","","","","","강원특별자치도 화천군 하남면 용암리 1142-11 대양고운채아파트","강원특별자치도 화천군 하남면 춘화로 3296, 1층 101호 (대양고운채아파트)","24140","평화로또","2022-07-18 17:21:06","I","2023-06-13 00:00:00","","261467.938073971","510379.11681481","20201012","제7조의3제2항에따른경우",
"26676","담배소매업","11_43_02_P","4311000","2020431005205600007","2020-10-12","","03","폐업","2","폐업처리","2023-02-07","","","","033-257-5301","","","강원특별자치도 화천군 상서면 다목리 6685","","","15공병2중대","2023-02-09 11:28:07","I","2023-06-13 00:00:00","","","","20201012","제7조의3제3항에따른경우",
"26677","담배소매업","11_43_02_P","4311000","2021431005205600005","2021-05-20","","03","폐업","2","폐업처리","2021-06-17","","","","","","","강원특별자치도 화천군 사내면 사창리 870-1 대원주유소","강원특별자치도 화천군 사내면 포화로 1022, 대원주유소","24159","대원 휴게소 매점","2021-06-18 09:34:13","I","2023-06-13 00:00:00","","245105.166887855","506549.718637228","20210520","제7조의3제2항에따른경우",
"26678","담배소매업","11_43_02_P","4311000","2021431005205600006","2021-06-30","","03","폐업","2","폐업처리","2022-12-29","","","","","","","강원특별자치도 화천군 사내면 사창리 870-1 대원주유소","강원특별자치도 화천군 사내면 포화로 1022, 대원주유소","24159","대원휴게소","2023-01-03 11:19:42","I","2023-06-13 00:00:00","","245105.166887855","506549.718637228","20210630","제7조의3제3항에따른경우",
"26679","담배소매업","11_43_02_P","4311000","2003431000705600009","2003-04-18","","03","폐업","2","폐업처리","2016-10-25","","","","4422350","","209-804","강원특별자치도 화천군 화천읍 하리 49번지 3호","강원특별자치도 화천군 화천읍 중앙로 0","209-804","제일슈퍼","2016-10-25 17:50:22","I","2023-06-13 00:00:00","","261871.668512376","511478.03023223","20030418","2009년11월법개정전자료",
"26680","담배소매업","11_43_02_P","4311000","2003431000705600011","2003-05-12","","03","폐업","2","폐업처리","2005-04-13","","","","4424598","","","강원특별자치도 화천군 화천읍 아리 225번지 5호","강원특별자치도 화천군 화천읍 산수화로1길 51","","농수축마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","262103.425260697","511766.684738981","","",
"26681","담배소매업","11_43_02_P","4311000","2002431000705600099","2002-06-21","","03","폐업","2","폐업처리","2012-07-30","","","","4422454","","","강원특별자치도 화천군 화천읍 하리 21번지 12  호","강원특별자치도 화천군 화천읍 중앙로 36","","함흥상회","2012-07-30 10:01:28","I","2023-06-13 00:00:00","","","","20020621","2009년11월법개정전자료",
"26682","담배소매업","11_43_02_P","4311000","2002431000705600101","2002-06-29","","03","폐업","2","폐업처리","2004-12-30","","","","4420892","","","강원특별자치도 화천군 간동면 간척리 933번지 9호","","","오봉산휴게소","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26683","담배소매업","11_43_02_P","4311000","2002431000705600102","2002-06-29","","03","폐업","2","폐업처리","2004-10-12","","","","4423555","","","강원특별자치도 화천군 화천읍 아리 244번지 29호","강원특별자치도 화천군 화천읍 산수화로1길 24","","현대택배","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","261959.11158519","511794.079019792","","",
"26684","담배소매업","11_43_02_P","4311000","2002431000705600105","2002-07-12","","03","폐업","2","폐업처리","2002-11-12","","","","4426424","","","강원특별자치도 화천군 상서면 부촌리 311호","","","일광상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26685","담배소매업","11_43_02_P","4311000","2002431000705600107","2002-10-16","","03","폐업","2","폐업처리","2003-01-28","","","","4425598","","","강원특별자치도 화천군 화천읍 아리 255번지 5호","","","농수축마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26686","담배소매업","11_43_02_P","4311000","2002431000705600108","2002-11-01","","03","폐업","2","폐업처리","2005-09-29","","","","4415825","","","강원특별자치도 화천군 사내면 광덕리 516번지 10호","","","맹대상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26687","담배소매업","11_43_02_P","4311000","2002431000705600110","2002-11-18","","03","폐업","2","폐업처리","2004-05-29","","","","4421998","","","강원특별자치도 화천군 상서면 부촌리 311호","","","일광상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26688","담배소매업","11_43_02_P","4311000","2002431000705600111","2002-12-26","","03","폐업","2","폐업처리","2003-07-23","","","","4420892","","","강원특별자치도 화천군 간동면 간척리 993호","","","오봉산주유소","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","","",
"26689","담배소매업","11_43_02_P","4311000","2003431000705600001","2003-01-03","","03","폐업","2","폐업처리","2012-01-20","","","","4426034","","209-815","강원특별자치도 화천군 상서면 산양리 512번지 4호","강원특별자치도 화천군 상서면 영서로 7750-5","209-815","성신슈퍼","2014-02-25 13:31:21","I","2023-06-13 00:00:00","","258099.626795359","523284.211281764","20030103","2009년11월법개정전자료",
"26690","담배소매업","11_43_02_P","4311000","2003431000705600002","2003-02-06","","03","폐업","2","폐업처리","2004-06-02","","","","4416680","","","강원특별자치도 화천군 상서면 신대리 421번지 4호","강원특별자치도 화천군 상서면 영서로 6611","","소은상회","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","259165.84598705","514629.751661231","","",
"26691","담배소매업","11_43_02_P","4311000","2003431000705600003","2003-02-06","","03","폐업","2","폐업처리","2003-05-03","","","","4425598","","","강원특별자치도 화천군 화천읍 아리 225번지 5호","강원특별자치도 화천군 화천읍 산수화로1길 51","","농수축마트","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","262103.425260697","511766.684738981","","",
"26692","담배소매업","11_43_02_P","4311000","2003431000705600017","2003-07-30","","03","폐업","2","폐업처리","2010-07-01","","","","4417308","","","강원특별자치도 화천군 하남면 삼화리 261번지 1   호","강원특별자치도 화천군 하남면 용화산로 941","","부흥상회","2010-10-25 17:17:21","I","2023-06-13 00:00:00","","263282.655221533","506588.35074644","20030730","2009년11월법개정전자료",
