"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"4582","숙박업","03_11_03_P","4301000","4301000-201-1993-00010","1993-07-29","","03","폐업","02","폐업","2005-05-23","","","","","70.60","","강원특별자치도 철원군 근남면 육단리 00 (2/7)","","","동원여인숙","2005-05-23 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","14","","","","","0","0","N",
"4583","숙박업","03_11_03_P","4301000","4301000-201-1995-00026","1995-01-13","","03","폐업","02","폐업","2001-11-21","","","","033 4557744","42.90","","강원특별자치도 철원군 동송읍 이평리 656-16 (3/5)","","","영동여인숙","2002-04-03 00:00:00","I","2023-06-13 00:00:00","여인숙업","219096.436355964","523037.5743032","여인숙업","0","0","0","0","0","0","0","10","","","","","0","0","N",
"4584","숙박업","03_11_03_P","4301000","4301000-201-1986-00012","1986-05-13","","03","폐업","02","폐업","1999-07-07","","","","033 4553429","76.60","","강원특별자치도 철원군 동송읍 이평리 00 (12/1)","","","원정여인숙","2001-12-03 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","1","0","0","0","0","0","12","0","","","","","0","0","N",
"4585","숙박업","03_11_03_P","4301000","4301000-201-1979-00005","1979-09-07","","03","폐업","02","폐업","2013-08-07","","","","033 4582047","162.00","","강원특별자치도 철원군 서면 와수리 1147-14 2통1반","강원특별자치도 철원군 서면 와수로173번길 20","","동락여관","2013-08-05 10:49:57","I","2023-06-13 00:00:00","여관업","238221.44314695","526331.366766235","여관업","1","0","1","1","0","0","5","3","","","","","0","0","N",
"4586","숙박업","03_11_03_P","4301000","4301000-201-1978-00004","1978-12-14","","03","폐업","02","폐업","2013-12-23","","","","033 4586062","241.55","","강원특별자치도 철원군 서면 와수리 1159-8 2통5반","강원특별자치도 철원군 서면 와수로166번길 9","24058","김화여관","2012-01-05 13:29:40","I","2023-06-13 00:00:00","여관업","238386.101676367","526236.831089594","여관업","3","0","2","3","0","0","8","0","","","","","0","0","N",
"4587","숙박업","03_11_03_P","4301000","4301000-201-1982-00006","1982-08-24","","03","폐업","02","폐업","2012-03-16","","","","033 4582992","81.13","","강원특별자치도 철원군 김화읍 학사리 233","강원특별자치도 철원군 김화읍 김화로 622-1","24054","금강여관","2012-02-03 14:14:26","I","2023-06-13 00:00:00","여관업","236660.902886424","527294.250338322","여관업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4588","숙박업","03_11_03_P","4301000","4301000-201-1994-00020","1994-07-25","","03","폐업","02","폐업","2006-03-13","","","","033 4552202","0.00","","강원특별자치도 철원군 동송읍 이평리 679-25 (4/4)","","","대성여관","2003-11-13 00:00:00","I","2023-06-13 00:00:00","여관업","219040.41195843","522966.397857579","여관업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4589","숙박업","03_11_03_P","4301000","4301000-201-1977-00008","1977-06-14","","03","폐업","02","폐업","1999-06-28","","","","033 4522539","73.53","","강원특별자치도 철원군 갈말읍 신철원리 00 (1/5)","","","일번지 여관","2001-11-20 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","2","0","2","0","0","0","12","0","","","","","0","0","N",
"4590","숙박업","03_11_03_P","4301000","4301000-201-1977-00009","1977-09-17","","03","폐업","02","폐업","2003-08-04","","","","033 4582388","0.00","","강원특별자치도 철원군 김화읍 청양리 00 (5/3)","","","춘천여관","2003-08-04 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4591","숙박업","03_11_03_P","4301000","4301000-201-1977-00010","1977-11-01","","03","폐업","02","폐업","1999-08-21","","","","033 4552010","0.00","","강원특별자치도 철원군 동송읍 이평리 00 (5/2)","","","유정여관","2001-11-20 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4592","숙박업","03_11_03_P","4301000","4301000-201-1977-00011","1977-11-09","","03","폐업","02","폐업","2002-09-25","","","","033 4522841","0.00","","강원특별자치도 철원군 갈말읍 문혜리 00 (2/1)","","","한일여관","2003-03-14 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4593","숙박업","03_11_03_P","4301000","4301000-201-1978-00005","1978-09-27","","03","폐업","02","폐업","2006-02-17","","","","033 4581198","0.00","","강원특별자치도 철원군 근남면 육단리 00 (2/6)","","","유래여관","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","8","0","","","","","0","0","N",
"4594","숙박업","03_11_03_P","4301000","4301000-201-1987-00013","1987-11-19","","03","폐업","02","폐업","2014-02-04","","","","033 4552016","86.18","","강원특별자치도 철원군 동송읍 이평리 680-58 5통1반","강원특별자치도 철원군 동송읍 금학로 214","24015","동송여관","2012-01-05 14:04:54","I","2023-06-13 00:00:00","여관업","219077.96718568","522784.76449263","여관업","0","0","0","0","0","0","14","0","","","","","0","0","N",
"4595","숙박업","03_11_03_P","4301000","4301000-201-1986-00010","1986-03-05","","03","폐업","02","폐업","2006-01-31","","","","033 4552993","0.00","","강원특별자치도 철원군 동송읍 이평리 682-15 (12/1)","","","장미여관","2003-03-07 00:00:00","I","2023-06-13 00:00:00","여관업","218977.528959506","522724.57941553","여관업","0","0","0","0","0","0","11","0","","","","","0","0","N",
"4596","숙박업","03_11_03_P","4301000","4301000-201-1994-00021","1994-03-10","","03","폐업","02","폐업","2003-10-08","","","","033 4522947","0.00","","강원특별자치도 철원군 갈말읍 문혜리 00 (2/3)","","","충남여관","2003-10-17 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","0","0","0","0","0","0","11","0","","","","","0","0","N",
"4597","숙박업","03_11_03_P","4301000","4301000-201-1996-00022","1996-07-19","","03","폐업","02","폐업","2000-07-04","","","","033 4552552","0.00","","강원특별자치도 철원군 동송읍 이평리 682-8 (12/1)","","","스타장 여관","2001-11-20 00:00:00","I","2023-06-13 00:00:00","여관업","219056.813402366","522709.984098255","여관업","0","0","0","0","0","0","12","0","","","","","0","0","N",
"4598","숙박업","03_11_03_P","4301000","4301000-201-1996-00023","1996-07-19","","03","폐업","02","폐업","2000-07-04","","","","033 4552552","0.00","","강원특별자치도 철원군 동송읍 이평리 682-8 (12/1)","","","스타장 여관","2001-11-20 00:00:00","I","2023-06-13 00:00:00","여관업","219056.813402366","522709.984098255","여관업","0","0","0","0","0","0","12","0","","","","","0","0","N",
"4599","숙박업","03_11_03_P","4301000","4301000-201-1988-00016","1988-09-20","","03","폐업","02","폐업","2024-01-23","","","","033 4557810","314.32","","강원특별자치도 철원군 동송읍 이평리 700-10 8통2반","강원특별자치도 철원군 동송읍 금학로 177","24020","조광장 여관","2024-01-23 14:10:49","U","2024-01-25 02:40:00","여관업","219201.965084852","522449.233186383","여관업","3","0","0","0","0","0","18","0","","","","","0","0","N",
"4600","숙박업","03_11_03_P","4311000","4311000-201-2024-00001","2024-11-06","","03","폐업","02","폐업","2024-12-30","","","","","287.80","","강원특별자치도 화천군 사내면 광덕리 1134-5","강원특별자치도 화천군 사내면 천문대길 2","24150","산이야기","2024-12-30 13:25:46","U","2025-01-01 02:40:00","여관업","238889.335956868","511131.75895703","여관업","0","0","0","0","0","0","0","8","","","","","0","0","N",
"4601","숙박업","03_11_03_P","4311000","4311000-201-2000-00017","2000-01-12","","03","폐업","02","폐업","2003-04-30","","","","033 4422561","1270.08","","강원특별자치도 화천군 화천읍 아리 43-5 1통4반","","","대동장여관","2003-04-30 00:00:00","I","2023-06-13 00:00:00","여관업","","","여관업","2","0","2","2","0","0","12","6","","","","","0","0","N",
"4602","숙박업","03_11_03_P","4311000","4311000-201-2000-00019","2000-01-12","","03","폐업","02","폐업","2002-03-28","","","","033 4426073","0.00","","강원특별자치도 화천군 상서면 산양리 738-17 2통0반","","","이오장여관","2002-03-30 00:00:00","I","2023-06-13 00:00:00","여관업","257963.968515621","523051.022867535","여관업","0","0","0","0","0","0","4","9","","","","","0","0","N",
"4603","숙박업","03_11_03_P","4311000","4311000-201-2001-00001","2001-04-24","","03","폐업","02","폐업","2001-12-10","","","","033 4426306","60.00","","강원특별자치도 화천군 화천읍 하리 43-53 1통2반","","","대림장여관","2001-12-19 00:00:00","I","2023-06-13 00:00:00","여관업","261703.422670135","511510.170510243","여관업","2","0","2","0","0","0","3","6","","","","","0","0","N",
"4604","숙박업","03_11_03_P","4311000","4311000-201-2000-00029","2000-01-12","","03","폐업","02","폐업","2009-12-03","","","","033 4420294","0.00","","강원특별자치도 화천군 상서면 산양리 738-32 2통6반","","","대구여관","2004-12-23 00:00:00","I","2023-06-13 00:00:00","여관업","257974.541429885","523141.618427922","여관업","2","0","2","2","0","0","14","4","","","","","0","0","N",
"4605","숙박업","03_11_03_P","4311000","4311000-201-2000-00024","2000-01-12","","03","폐업","02","폐업","2014-09-24","","","","033 4417144","0.00","","강원특별자치도 화천군 상서면 다목리 517-15 1통0반","강원특별자치도 화천군 상서면 다목1길 29","24104","한라장여관","2012-04-24 09:24:55","I","2023-06-13 00:00:00","여관업","246538.130168382","519211.529618877","여관업","2","0","2","2","0","0","12","0","","","","","0","0","N",
"4606","숙박업","03_11_03_P","4311000","4311000-201-2000-00079","2000-01-12","","03","폐업","02","폐업","2003-07-07","","","","033 4416531","0.00","","강원특별자치도 화천군 상서면 다목리 00 1통4반","","","육림여인숙","2003-07-07 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4607","숙박업","03_11_03_P","4311000","4311000-201-2000-00080","2000-01-12","","03","폐업","02","폐업","2014-09-23","","","","033 4417104","0.00","","강원특별자치도 화천군 상서면 다목리 496-10 1통3반","강원특별자치도 화천군 상서면 다목1길 43","24104","대영여인숙","2003-04-25 00:00:00","I","2023-06-13 00:00:00","여인숙업","246638.233248647","519306.12188963","여인숙업","0","0","0","0","0","0","8","0","","","","","0","0","N",
"4608","숙박업","03_11_03_P","4311000","4311000-201-2000-00082","2000-01-12","","03","폐업","02","폐업","2007-04-23","","","","033 4411333","0.00","","강원특별자치도 화천군 상서면 다목리 00 1통3반","","","범민여인숙","2003-04-09 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","10","0","","","","","0","0","N",
"4609","숙박업","03_11_03_P","4311000","4311000-201-2000-00083","2000-01-12","","03","폐업","02","폐업","2007-04-17","","","","033 4417123","0.00","","강원특별자치도 화천군 상서면 다목리 496-9 1통3반","","","서울여인숙","2003-04-25 00:00:00","I","2023-06-13 00:00:00","여인숙업","246636.113740759","519331.852076615","여인숙업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4610","숙박업","03_11_03_P","4311000","4311000-201-2000-00084","2000-01-12","","03","폐업","02","폐업","2006-12-15","","","","033 4410444","0.00","","강원특별자치도 화천군 상서면 봉오리 00 1통4반","","","삼미여인숙","2003-04-09 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","4","0","","","","","0","0","N",
"4611","숙박업","03_11_03_P","4311000","4311000-201-2000-00085","2000-01-12","","03","폐업","02","폐업","2007-10-22","","","","033 4414742","0.00","","강원특별자치도 화천군 상서면 봉오리 00 1통0반","","","내빈여인숙","2003-04-09 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","9","0","","","","","0","0","N",
"4612","숙박업","03_11_03_P","4311000","4311000-201-2000-00086","2000-01-12","","03","폐업","02","폐업","2003-04-30","","","","033 4417240","34.44","","강원특별자치도 화천군 상서면 봉오리 583 3통2반","","","오성여인숙","2003-05-02 00:00:00","I","2023-06-13 00:00:00","여인숙업","252475.292601795","522058.921556849","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4613","숙박업","03_11_03_P","4311000","4311000-201-2000-00087","2000-01-12","","03","폐업","02","폐업","2002-04-27","","","","033 4417020","52.10","","강원특별자치도 화천군 상서면 봉오리 584 3통0반","","","영주여인숙","2002-04-29 00:00:00","I","2023-06-13 00:00:00","여인숙업","252493.818917078","522010.725344139","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4614","숙박업","03_11_03_P","4311000","4311000-201-2000-00088","2000-01-12","","03","폐업","02","폐업","2005-08-05","","","","033 4426035","0.00","","강원특별자치도 화천군 상서면 산양리 509 1통2반","","","칠성여인숙","2005-08-05 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","10","0","","","","","0","0","N",
"4615","숙박업","03_11_03_P","4311000","4311000-201-2000-00089","2000-01-12","","03","폐업","02","폐업","2003-04-30","","","","033 4414114","0.00","","강원특별자치도 화천군 사내면 사창리 00 2통2반","","","춘천여인숙","2003-05-02 00:00:00","I","2023-06-13 00:00:00","여인숙업","","","여인숙업","0","0","0","0","0","0","10","0","","","","","0","0","N",
"4616","숙박업","03_11_03_P","4311000","4311000-201-2000-00036","2000-01-12","","03","폐업","02","폐업","2022-12-06","","","","033 4426974","149.86","","강원특별자치도 화천군 화천읍 하리 42-7","강원특별자치도 화천군 화천읍 중앙로2길 31-1","24129","로얄장여관","2022-12-06 14:38:07","I","2023-06-13 00:00:00","여관업","261713.351805014","511442.920313604","여관업","3","0","3","3","0","0","0","22","","","","","0","0","N",
"4617","숙박업","03_11_03_P","4311000","4311000-201-2000-00070","2000-01-12","","03","폐업","02","폐업","2003-04-30","","","","","0.00","","강원특별자치도 화천군 상서면 부촌리 203-3 0통2반","","","영진여인숙","2003-05-02 00:00:00","I","2023-06-13 00:00:00","여인숙업","258338.581553571","520442.379052879","여인숙업","0","0","0","0","0","0","0","0","","","","","0","0","N",
"4618","숙박업","03_11_03_P","4311000","4311000-201-2000-00071","2000-01-12","","03","폐업","02","폐업","2007-04-06","","","","033 4424752","0.00","","강원특별자치도 화천군 상서면 산양리 505-1","","","인천여인숙","2003-04-09 00:00:00","I","2023-06-13 00:00:00","여인숙업","258021.035953847","523043.375960037","여인숙업","0","0","0","0","0","0","10","0","","","","","0","0","N",
"4619","숙박업","03_11_03_P","4311000","4311000-201-2000-00072","2000-01-12","","03","폐업","02","폐업","2002-10-09","","","","033 4426151","0.00","","강원특별자치도 화천군 상서면 산양리 505-4 2통2반","","","문화여인숙","2002-10-10 00:00:00","I","2023-06-13 00:00:00","여인숙업","257983.743804176","522911.605967947","여인숙업","0","0","0","0","0","0","10","0","","","","","0","0","N",
