"锅龋","俺规辑厚胶疙","俺规辑厚胶酒捞叼","俺规磊摹窜眉内靛","包府锅龋","牢倾啊老磊","牢倾啊秒家老磊","康诀惑怕备盒内靛","康诀惑怕疙","惑技康诀惑怕内靛","惑技康诀惑怕疙","企诀老磊","绒诀矫累老磊","绒诀辆丰老磊","犁俺诀老磊","家犁瘤傈拳","家犁瘤搁利","家犁瘤快祈锅龋","家犁瘤傈眉林家","档肺疙傈眉林家","档肺疙快祈锅龋","荤诀厘疙","弥辆荐沥矫痢","单捞磐盎脚备盒","单捞磐盎脚老磊","诀怕备盒疙","谅钎沥焊x(epsg5174)","谅钎沥焊y(epsg5174)","困积诀怕疙","扒拱瘤惑摸荐","扒拱瘤窍摸荐","荤侩矫累瘤惑摸","荤侩场瘤惑摸","荤侩矫累瘤窍摸","荤侩场瘤窍摸","炼扒何倾啊脚绊荤蜡","炼扒何倾啊矫累老磊","炼扒何倾啊辆丰老磊","扒拱家蜡备盒疙","咯己辆荤磊荐","巢己辆荤磊荐","促吝捞侩诀家咯何",
"1477","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2014-00001","2014-05-19","","03","企诀","02","企诀","2014-12-29","","","","043 8820535","26.18","","碍盔漂喊磊摹档 乞芒焙 柳何搁 价沥府 2508-1","碍盔漂喊磊摹档 乞芒焙 柳何搁 价沥琶瘤1辨 34","25331","(林)捞郡酒捞厚俊胶","2014-05-19 08:59:04","I","2023-06-13 00:00:00","扒拱困积包府诀","337888.827386096","460547.300318066","扒拱困积包府诀","3","0","1","1","0","0","","","","","0","0","N",
"1478","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2014-00002","2014-06-10","","03","企诀","02","企诀","2020-12-04","","","","033 333 0404","25.08","","碍盔漂喊磊摹档 乞芒焙 乞芒谰 吝府 293-9","碍盔漂喊磊摹档 乞芒焙 乞芒谰 畴己肺 196","25375","措规魂诀","2020-12-04 13:14:00","I","2023-06-13 00:00:00","扒拱困积包府诀","324043.2298484","430515.000064949","扒拱困积包府诀","2","0","1","1","0","0","","","","","0","0","N",
"1479","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2006-00001","2006-01-31","","03","企诀","02","企诀","2012-11-02","","","","3354703","24.72","","碍盔漂喊磊摹档 乞芒焙 柳何搁 56-9","碍盔漂喊磊摹档 乞芒焙 柳何搁 柳何吝居肺 130","25326","措包飞侩开","2012-01-17 13:06:22","I","2023-06-13 00:00:00","扒拱困积包府诀","337788.956482317","461154.09710227","扒拱困积包府诀","2","0","2","2","0","0","","","","","0","1","N",
"1480","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2006-00002","2006-02-17","","03","企诀","02","企诀","2008-01-07","","","","033 3334442","9.00","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 染拌府 328-1","","","弊赴侩开俺惯","2006-06-01 00:00:00","I","2023-06-13 00:00:00","扒拱困积包府诀","350743.219462307","464695.361198056","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1481","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2007-00001","2007-01-08","","03","企诀","02","企诀","2008-04-17","","","","","16.50","","碍盔漂喊磊摹档 乞芒焙 乞芒谰 吝府 315-2","","","(林)固啊粮辆钦扒绵荤荤公家","2007-09-28 09:44:51","I","2023-06-13 00:00:00","扒拱困积包府诀","323736.28334607","430402.990882922","扒拱困积包府诀","0","0","1","0","0","0","","","","","0","0","N",
"1482","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2007-00004","2007-08-31","","03","企诀","02","企诀","2010-06-01","","","","033 3337404","66.00","","碍盔漂喊磊摹档 乞芒焙 乞芒谰 窍府 228","","","固贰辆钦券版","2007-09-03 09:33:36","I","2023-06-13 00:00:00","扒拱困积包府诀","323089.524243578","430645.134192359","扒拱困积包府诀","1","0","0","0","0","0","","","","烙措","0","0","N",
"1483","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2007-00003","2007-04-27","","03","企诀","02","企诀","2008-04-21","","","","3325432","52.65","","碍盔漂喊磊摹档 乞芒焙 乞芒谰 吝府 315-5 寇1鞘瘤","","","碍盔乞芒瘤开磊劝季磐","2007-08-06 16:53:51","I","2023-06-13 00:00:00","扒拱困积包府诀","323719.082905154","430402.809934278","扒拱困积包府诀","0","0","1","1","0","0","","","","烙措","0","0","N",
"1484","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2007-00002","2007-01-17","","03","企诀","02","企诀","2009-10-21","","","","3345561","40.47","","碍盔漂喊磊摹档 乞芒焙 乞芒谰 吝府 315-2","","","(林)固啊粮辆钦扒绵荤荤公家","2008-04-17 15:02:09","I","2023-06-13 00:00:00","扒拱困积包府诀","323736.28334607","430402.990882922","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1485","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2018-00001","2018-01-19","","03","企诀","02","企诀","2023-03-31","","","","033 3344777","0.00","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 染拌府 374 寇 3鞘瘤","碍盔漂喊磊摹档 乞芒焙 措包飞搁 棵覆侨肺 30, 2摸","25347","老颊俺惯 林侥雀荤","2023-03-31 13:59:23","I","2023-06-13 00:00:00","扒拱困积包府诀","349904.524479957","465114.829107987","扒拱困积包府诀","0","0","2","2","0","0","","","","","0","0","N",
"1486","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2015-00002","2015-12-09","","03","企诀","02","企诀","2019-02-19","","","","","49.50","","碍盔漂喊磊摹档 乞芒焙 侩乞搁 加荤府 459-11","碍盔漂喊磊摹档 乞芒焙 侩乞搁 款滴飞肺 15","25312","岿靛努赴","2019-02-19 17:53:07","I","2023-06-13 00:00:00","扒拱困积包府诀","331976.823876768","460672.739959901","扒拱困积包府诀","2","0","2","2","0","0","","","","烙措","0","1","N",
"1487","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2009-00001","2009-02-18","","03","企诀","02","企诀","2009-02-18","","","","","0.00","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 染拌府 325-38 寇1鞘瘤","","","版盔惑荤","2009-02-18 09:58:04","I","2023-06-13 00:00:00","扒拱困积包府诀","","","扒拱困积包府诀","4","1","1","1","0","0","","","","烙措","0","0","N",
"1488","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2009-00002","2009-02-20","","03","企诀","02","企诀","2010-05-07","","","","","18.00","","碍盔漂喊磊摹档 乞芒焙 措包飞搁 瞒亲府 266-34","","","版盔惑荤","2010-01-19 13:41:27","I","2023-06-13 00:00:00","扒拱困积包府诀","","","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","1","1","N",
"1489","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-1999-00001","1999-04-26","","03","企诀","02","企诀","2017-08-04","","","","330 6605","73.73","","碍盔漂喊磊摹档 乞芒焙 豪乞搁 搁柯府 1095","碍盔漂喊磊摹档 乞芒焙 豪乞搁 怕扁肺 174","25307","(林)戎葱胶绒刚厚令","2017-08-04 17:00:39","I","2023-06-13 00:00:00","扒拱困积包府诀","317177.713905004","454046.509523181","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1490","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2011-00001","2011-11-14","","03","企诀","02","企诀","2016-09-23","","","","","29.25","","碍盔漂喊磊摹档 乞芒焙 柳何搁 价沥府 2508-1","碍盔漂喊磊摹档 乞芒焙 柳何搁 价沥琶瘤1辨 34","25331","(林)措脚揪浚俊胶","2015-04-01 15:30:38","I","2023-06-13 00:00:00","扒拱困积包府诀","337888.827386096","460547.300318066","扒拱困积包府诀","1","0","1","1","0","0","","","","烙措","0","0","N",
"1491","扒拱困积包府诀","09_30_04_P","4281000","4281000-206-2012-00001","2012-12-03","","03","企诀","02","企诀","2013-02-12","","","","033 332 8884","0.00","","碍盔漂喊磊摹档 乞芒焙 柳何搁 荐亲府 270","碍盔漂喊磊摹档 乞芒焙 柳何搁 坷措玫肺 918-4","25337","柳何困积包府侩开","2012-12-03 12:41:43","I","2023-06-13 00:00:00","扒拱困积包府诀","338133.907458458","451947.07239961","扒拱困积包府诀","2","0","1","1","0","0","","","","磊啊","0","0","N",
"1492","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2001-00001","2001-02-13","","03","企诀","02","企诀","2019-11-25","","","","033 5924115","30.00","","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合府 304-10","碍盔漂喊磊摹档 沥急焙 荤合谰 颇尔货辨 33","26150","沥急磊劝饶斑扁包","2019-11-25 14:04:55","I","2023-06-13 00:00:00","扒拱困积包府诀","361887.607338917","415132.102059027","扒拱困积包府诀","2","1","1","1","1","1","","","","烙措","0","0","N",
"1493","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2009-00002","2009-09-21","","03","企诀","02","企诀","2022-08-26","","","","033 562 0798","35.84","","碍盔漂喊磊摹档 沥急焙 沥急谰 傣价府 536-4","碍盔漂喊磊摹档 沥急焙 沥急谰 辑悼肺 1240, 2摸 103龋","26121","(林)怕归魂扒绵","2022-08-26 09:41:06","I","2023-06-13 00:00:00","扒拱困积包府诀","347455.124737774","434390.474140827","扒拱困积包府诀","0","0","0","0","0","0","","","","烙措","0","0","N",
"1494","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2011-00002","2011-03-14","","03","企诀","02","企诀","2018-09-04","","","","033 562 9997","60.00","","碍盔漂喊磊摹档 沥急焙 沥急谰 豪剧府 147-8","碍盔漂喊磊摹档 沥急焙 沥急谰 豪剧5辨 7, 1摸","26131","(林) 仟弗","2018-09-04 17:59:39","I","2023-06-13 00:00:00","扒拱困积包府诀","347239.861524144","431955.674476215","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1495","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2011-00003","2011-10-31","","03","企诀","02","企诀","2017-01-25","","","","033 592 9077","184.00","","碍盔漂喊磊摹档 沥急焙 绊茄谰 16-33","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄8辨 101","26156","唱牢","2017-01-25 09:34:53","I","2023-06-13 00:00:00","扒拱困积包府诀","365429.533195875","411447.659831936","扒拱困积包府诀","4","0","2","2","0","0","","","","烙措","0","0","N",
"1496","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2011-00004","2011-11-21","","03","企诀","02","企诀","2016-03-08","","","","033 563 3315","27.00","","碍盔漂喊磊摹档 沥急焙 沥急谰 豪剧府 359-5","碍盔漂喊磊摹档 沥急焙 沥急谰 沥急肺 1365","26130","没家付阑","2011-11-21 14:27:55","I","2023-06-13 00:00:00","扒拱困积包府诀","347461.618665888","432194.937324686","扒拱困积包府诀","4","0","3","3","0","0","","","","烙措","0","0","N",
"1497","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2011-00005","2011-12-08","","03","企诀","02","企诀","2016-03-11","","","","033 562 0118","24.00","","碍盔漂喊磊摹档 沥急焙 沥急谰 432-59","碍盔漂喊磊摹档 沥急焙 沥急谰 踌价肺 111-1","26128","沥急茄蝴扁裙","2011-12-08 13:17:56","I","2023-06-13 00:00:00","扒拱困积包府诀","347892.129435105","432970.577855811","扒拱困积包府诀","0","0","1","1","0","0","","","","烙措","0","0","N",
"1498","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00006","2014-11-07","","03","企诀","02","企诀","2018-09-04","","","","070 88762633","67.00","","碍盔漂喊磊摹档 沥急焙 沥急谰 豪剧府 147-8","碍盔漂喊磊摹档 沥急焙 沥急谰 豪剧5辨 7","26131","(林)伙赋","2018-09-04 17:55:40","I","2023-06-13 00:00:00","扒拱困积包府诀","347239.861524144","431955.674476215","扒拱困积包府诀","1","0","0","0","0","0","","","","磊啊","0","0","N",
"1499","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00001","2014-01-20","","03","企诀","02","企诀","2024-11-27","","","","033 592 6776","16.50","","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合府 369-50","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合2辨 38, 3摸 302龋","26153","脚玫扩臂肺国 林侥雀荤","2024-11-27 14:42:21","U","2024-11-29 02:40:00","扒拱困积包府诀","361352.209678122","415493.995138147","扒拱困积包府诀","0","0","3","3","0","0","","","","烙措","0","0","N",
"1500","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2009-00004","2009-07-27","","03","企诀","02","企诀","2016-12-12","","","","051 714 7200","71.43","","碍盔漂喊磊摹档 沥急焙 巢搁 公釜府 481-1","碍盔漂喊磊摹档 沥急焙 巢搁 档盔3辨 9, 201龋","26146","(林)傣剧萍瘤俊胶","2015-06-05 15:21:53","I","2023-06-13 00:00:00","扒拱困积包府诀","357489.357481621","417521.426643704","扒拱困积包府诀","6","0","4","4","0","0","","","","烙措","0","3","N",
"1501","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2013-00002","2013-11-28","","03","企诀","02","企诀","2020-01-31","","","","033 764 1604","47.00","","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄府 62-300","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄肺 167","26155","浚俊捞摹牢仿俺惯","2020-01-31 13:25:56","I","2023-06-13 00:00:00","扒拱困积包府诀","364552.412313151","412542.493997704","扒拱困积包府诀","3","0","3","3","0","0","","","","烙措","0","0","N",
"1502","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2012-00002","2012-07-10","","03","企诀","02","企诀","2012-07-23","","","","033 592 8293","125.10","","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合府 317-9","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合7辨 6, 3摸","26150","(林)亮篮模备甸","2012-07-10 16:49:46","I","2023-06-13 00:00:00","扒拱困积包府诀","361680.17927867","415519.211671161","扒拱困积包府诀","0","0","3","3","0","0","","","","烙措","0","0","N",
"1503","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00002","2014-01-20","","03","企诀","02","企诀","2024-11-27","","","","033 592 6774","33.00","","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合府 369-50","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合2辨 38, 3摸 303龋","26153","(林)脚玫扒汲","2024-11-27 14:36:26","U","2024-11-29 02:40:00","扒拱困积包府诀","361352.209678122","415493.995138147","扒拱困积包府诀","0","0","3","3","0","0","","","","","0","0","N",
"1504","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00003","2014-01-20","","03","企诀","02","企诀","2023-03-24","","","","033 592 6775","16.50","","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合府 369-50","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合2辨 38, 3摸 301龋","26153","蕊府辆钦扒汲(林)","2023-03-24 09:49:01","I","2023-06-13 00:00:00","扒拱困积包府诀","361352.209678122","415493.995138147","扒拱困积包府诀","0","0","3","3","0","0","","","","烙措","0","0","N",
"1505","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00004","2014-01-21","","03","企诀","02","企诀","2017-04-28","","","","033 591 4472","79.20","","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄府 62-296","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄6辨 20, 2摸","26155","(林)柳己农赴","2017-04-28 11:44:21","I","2023-06-13 00:00:00","扒拱困积包府诀","364563.665689223","412561.973653434","扒拱困积包府诀","0","0","2","2","0","0","","","","","0","0","N",
"1506","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00005","2014-03-17","","03","企诀","02","企诀","2014-09-23","","","","","33.00","","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄府 62-159","碍盔漂喊磊摹档 沥急焙 绊茄谰 绊茄6辨 33, 1摸","","啊滴扁诀(林)","2014-03-17 13:17:06","I","2023-06-13 00:00:00","扒拱困积包府诀","","","扒拱困积包府诀","0","0","1","1","0","0","","","","","0","0","N",
"1507","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2021-00004","2021-12-08","","03","企诀","02","企诀","2023-12-29","","","","","45.00","","碍盔漂喊磊摹档 沥急焙 烙拌搁 价拌府 766-1","碍盔漂喊磊摹档 沥急焙 烙拌搁 价拌5辨 5, 1摸 2龋","26110","瘤牢","2023-12-29 17:52:17","U","2023-12-31 02:40:00","扒拱困积包府诀","363588.876709667","445315.181253843","扒拱困积包府诀","1","0","0","0","0","0","","","","烙措","0","0","N",
"1508","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2020-00001","2020-02-04","","03","企诀","02","企诀","2021-12-07","","","","","50.40","","碍盔漂喊磊摹档 沥急焙 咯樊搁 咯樊府 113-6","碍盔漂喊磊摹档 沥急焙 咯樊搁 辑悼肺 2932","26106","咯樊流诀家俺家","2021-12-07 09:48:14","I","2023-06-13 00:00:00","扒拱困积包府诀","352541.853742861","442475.119454335","扒拱困积包府诀","2","0","1","1","0","0","","","","烙措","0","0","N",
"1509","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2021-00001","2021-01-21","","03","企诀","02","企诀","2025-06-19","","","","","42.00","","碍盔漂喊磊摹档 沥急焙 沥急谰 合角府 746-8 固家呼酒颇飘, 1摸 惑啊龋","碍盔漂喊磊摹档 沥急焙 沥急谰 沥急肺 1245-8, 固家呼酒颇飘, 1摸 惑啊龋","26132","酒抚促款技惑(林)","2025-06-19 10:39:57","U","2025-06-21 02:40:00","扒拱困积包府诀","346379.745841744","432096.895802553","扒拱困积包府诀","0","0","0","0","0","0","","20210101","20221231","烙措","0","0","N",
"1510","扒拱困积包府诀","09_30_04_P","4291000","4291000-206-2014-00007","2014-01-20","","03","企诀","02","企诀","2024-12-12","","","","033 592 6775","77.14","","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合府 369-50","碍盔漂喊磊摹档 沥急焙 荤合谰 荤合2辨 38, 4摸","26153","蕊府辆钦扒汲(林)","2024-12-12 11:15:12","U","2024-12-14 02:40:00","扒拱困积包府诀","361352.209678122","415493.995138147","扒拱困积包府诀","6","1","3","3","0","0","","","","烙措","0","0","N",
"1511","扒拱困积包府诀","09_30_04_P","4301000","4301000-206-2013-00002","2013-12-31","","03","企诀","02","企诀","2018-04-11","","","","033 455 2886","66.60","","碍盔漂喊磊摹档 枚盔焙 枚盔谰 拳瘤府 28-100 1摸","碍盔漂喊磊摹档 枚盔焙 枚盔谰 陛切肺 264, 1摸","24008","(林)坷粮农赴亏胶浚瘤聪绢傅","2018-04-11 11:26:20","I","2023-06-13 00:00:00","扒拱困积包府诀","218844.319624979","523228.572675232","扒拱困积包府诀","4","1","1","1","0","0","","","","烙措","0","0","N",
"1512","扒拱困积包府诀","09_30_04_P","4301000","4301000-206-2013-00001","2013-05-24","","03","企诀","02","企诀","2020-12-01","","","","","42.82","","碍盔漂喊磊摹档 枚盔焙 哎富谰 脚枚盔府 50-2 陛碍魂鸥款 5摸 509龋","碍盔漂喊磊摹档 枚盔焙 哎富谰 疙己肺149锅辨 10, 5摸 509龋 (陛碍魂鸥款)","24043","谎府表篮唱公","2020-12-22 09:38:51","I","2023-06-13 00:00:00","扒拱困积包府诀","230493.421139462","514873.691475875","扒拱困积包府诀","0","0","0","0","0","0","","","","","0","0","N",
"1513","扒拱困积包府诀","09_30_04_P","4301000","4301000-206-2016-00001","2016-02-05","","03","企诀","02","企诀","2017-12-19","","","","","8.75","","碍盔漂喊磊摹档 枚盔焙 哎富谰 焙藕府 899-10","碍盔漂喊磊摹档 枚盔焙 哎富谰 疙己肺 256","24034","3.6.5.券版","2017-12-19 12:14:40","I","2023-06-13 00:00:00","扒拱困积包府诀","226961.688391295","516867.944278637","扒拱困积包府诀","1","0","1","0","0","0","","","","烙措","0","0","N",
"1514","扒拱困积包府诀","09_30_04_P","4301000","4301000-206-2016-00002","2016-02-26","","03","企诀","02","企诀","2023-12-26","","","","033 452 1661","48.60","","","碍盔漂喊磊摹档 枚盔焙 哎富谰 疙己肺 241","24034","(林)怕泅俺惯","2023-12-26 17:45:58","U","2023-12-28 02:40:00","扒拱困积包府诀","226881.301332653","516756.566085099","扒拱困积包府诀","2","1","1","0","0","0","","","","烙措","0","0","N",
