"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자산규모","부채총액","자본금","판매방식명",
"2816","방문판매업","08_26_02_P","4331000","2009433004123200001","2009-02-06","","03","폐업","03","폐업처리","2010-02-22","","","","","","252-815","강원특별자치도 인제군 남면 신남리 ***번지 *호 *통 *반 대삼아파트 ***호","강원특별자치도 인제군 남면 신남로**번길 **, ***호 (대삼아파트)","","김경호교육","2010-02-22 18:13:35","I","2023-06-13 00:00:00","","295134.390783734","496861.421963812","0","0","0","",
"2817","방문판매업","08_26_02_P","4331000","2009433004123200002","2009-02-17","","03","폐업","03","폐업처리","2009-03-27","","","","","","252-806","강원특별자치도 인제군 인제읍 상동리 **번지","","","성규상사","2009-03-30 09:11:58","I","2023-06-13 00:00:00","","303047.718105708","507949.648005416","0","0","0","",
"2818","방문판매업","08_26_02_P","4331000","2009433004123200004","2009-04-06","","03","폐업","03","폐업처리","2013-11-29","","","","461-5663","","252-806","강원특별자치도 인제군 인제읍 상동리 ***번지 *호","강원특별자치도 인제군 인제읍 비봉로 **","","아모레인제특약점","2013-12-02 10:38:53","I","2023-06-13 00:00:00","","302953.559778316","507689.316048211","0","0","0","",
"2819","방문판매업","08_26_02_P","4331000","2009433004123200005","2009-11-16","","03","폐업","03","폐업처리","2010-10-15","","","","033-462-5050","","252-821","강원특별자치도 인제군 북면 용대리 ***번지","강원특별자치도 인제군 북면 진부령로 **","","북설악농수산","2010-10-18 14:46:15","I","2023-06-13 00:00:00","","319792.45713966","524918.42994129","0","0","0","",
"2820","방문판매업","08_26_02_P","4331000","2010433005423200001","2010-10-14","","03","폐업","03","폐업처리","2014-12-08","","","","033-462-3848","","252-806","강원특별자치도 인제군 인제읍 상동리 ***번지 *호","강원특별자치도  인제읍 비봉로**번길 **","252-806","LG화장품 설악지사","2014-12-08 13:22:25","I","2023-06-13 00:00:00","","302816.789732117","507520.659445224","0","0","0","",
"2821","방문판매업","08_26_02_P","4331000","2011433005423200001","2011-12-27","","03","폐업","03","폐업처리","2015-12-18","","","","1544-3407","","252-814","강원특별자치도 인제군 남면 수산리 ***번지","","","수산동천영농조합법인","2015-12-18 14:48:38","I","2023-06-13 00:00:00","","288488.796895901","496518.182601389","0","0","0","",
"2822","방문판매업","08_26_02_P","4331000","2015433006423200002","2015-06-19","","03","폐업","03","폐업처리","2019-03-18","","","","033-462-6012","","","","강원특별자치도 인제군 남면 신남로**번길 **","252-815","아빠가게 대리점","2019-03-19 11:27:33","I","2023-06-13 00:00:00","","295117.943891971","496734.188399284","0","0","0","",
"2823","방문판매업","08_26_02_P","4331000","2016433006423200001","2016-03-14","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 인제군 북면 원통로***번길 *","24612","필그림인카운트","2017-12-29 13:09:44","I","2023-06-13 00:00:00","","305308.105122943","513790.94510377","0","0","0","",
"2824","방문판매업","08_26_02_P","4331000","2015433006423200003","2015-12-09","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","","","강원특별자치도 인제군 남면 신남로**번길 **, *층 *호","24650","필록세니아 하우스","2017-12-29 13:10:08","I","2023-06-13 00:00:00","","294816.325993352","496519.457246298","0","0","0","",
"2825","방문판매업","08_26_02_P","4331000","2006433004123200003","2006-12-05","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","033 462 5010","","","강원특별자치도 인제군 인제읍 가아리 ***","","","강원생약농업협동조합","2010-04-12 13:45:07","I","2023-06-13 00:00:00","","","","0","0","0","",
"2826","방문판매업","08_26_02_P","4331000","2009433004123200003","2009-03-03","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","252-822","강원특별자치도 인제군 북면 원통리 ***번지 *호 (지하)","강원특별자치도 인제군 북면 원통로***번길 **-* ((지하))","","태평양","2010-10-29 14:42:00","I","2023-06-13 00:00:00","","305417.901095284","513966.826859915","0","0","0","",
"2827","방문판매업","08_26_02_P","4331000","2010433004123200001","2008-01-07","","04","취소/말소/만료/정지/중지","07","직권말소","","","","","","","252-806","강원특별자치도 인제군 인제읍 상동리 ***번지 *호 지하","","","드림포스","2010-10-29 14:37:37","I","2023-06-13 00:00:00","","302592.203252488","507839.155103206","0","0","0","",
"2828","방문판매업","08_26_02_P","4341000","2015434004323200001","2015-04-21","","01","영업/정상","01","정상영업","","","","","033-638-9900","","219-822","강원특별자치도 고성군 죽왕면 오호리 ***번지 *호","강원특별자치도 고성군 죽왕면 심층수길 ***-**","219-822","주식회사 강원심층수","2021-12-08 16:41:37","I","2023-06-13 00:00:00","","333035.404738973","537945.58613179","24613515300","22857666600","1755850240","",
"2829","방문판매업","08_26_02_P","4341000","2017434005923200002","2017-11-20","","01","영업/정상","01","정상영업","","","","","033-633-5837","","","강원특별자치도 고성군 토성면 천진리 ***번지 *호 토성농협","강원특별자치도 고성군 토성면 천진*길 **","24764","토성농업협동조합","2021-05-13 10:29:37","I","2023-06-13 00:00:00","","336368.23872304","529308.395801595","136051999000","121925001000","14126999600","",
"2830","방문판매업","08_26_02_P","4341000","2018434005923200002","2018-02-06","","01","영업/정상","01","정상영업","","","","","033-682-2396","","","강원특별자치도 고성군 거진읍 거진리 ***번지 *호 거진농업협동조합","강원특별자치도 고성군 거진읍 거진길 **, 거진농업협동조합","24717","거진농업협동조합","2023-04-06 09:25:50","I","2023-06-13 00:00:00","","326936.003816292","550289.476649256","120814002000","107468997000","13345000400","",
"2831","방문판매업","08_26_02_P","4341000","2018434005923200003","2018-08-09","","01","영업/정상","01","정상영업","","","","","033-681-3567","","","강원특별자치도 고성군 간성읍 신안리 ***번지 고성축협","강원특별자치도 고성군 간성읍 간성로 **, 고성축협","24736","고성축산업협동조합","2018-08-09 09:00:07","I","2023-06-13 00:00:00","","328352.391070473","542793.150987211","63268000000","59184001000","4084000000","",
"2832","방문판매업","08_26_02_P","4341000","2022434009623200001","2022-12-30","","01","영업/정상","01","정상영업","","","","","","","","강원특별자치도 고성군 거진읍 거진리 ***-* 헤어센스","강원특별자치도 고성군 거진읍 거진길 **, 헤어센스","24717","종근당건강 헬스벨스토리 고성거진읍점","2022-12-30 15:39:37","I","2023-06-13 00:00:00","","326934.006439579","550314.271430946","0","0","0","",
"2833","방문판매업","08_26_02_P","4341000","2004434003323200002","2004-01-01","","02","휴업","02","휴업처리","","2021-12-03","2024-12-03","","033 638 1997","","","성대리***-*","","","삼농생명공학 영농조합법인","2021-12-06 10:22:57","I","2023-06-13 00:00:00","","","","0","0","0","",
"2834","방문판매업","08_26_02_P","4341000","1999434003323200001","2005-11-20","","03","폐업","03","폐업처리","","","","","033 632 0952","","","야촌리 ***","","","고성기아자동차판매소","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","0","0","0","",
"2835","방문판매업","08_26_02_P","4341000","2003434003323200002","2003-05-16","","03","폐업","03","폐업처리","","","","","","","","거진리 ***-*","","","대 성","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","0","0","0","",
"2836","방문판매업","08_26_02_P","4341000","2003434003323200004","2003-01-01","","03","폐업","03","폐업처리","","","","","033 681 4792","","","신안리***-*","","","태림상사","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","0","0","0","",
"2837","방문판매업","08_26_02_P","4341000","2004434003323200003","2004-11-25","","03","폐업","03","폐업처리","","","","","033 681 8220","","","거진리***-*","","","일 진","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","0","0","0","",
"2838","방문판매업","08_26_02_P","4341000","2006434003323200001","2006-05-08","","03","폐업","03","폐업처리","","","","","","","","거진리***-*","","","삼진프라자","2008-02-23 00:00:00","I","2023-06-13 00:00:00","","","","0","0","0","",
"2839","방문판매업","08_26_02_P","4341000","2007434003323200001","2007-03-13","","03","폐업","03","폐업처리","2011-07-12","","","","033-633-0553","","219-832","강원특별자치도 고성군 토성면 봉포리 ***번지","강원특별자치도 고성군 토성면 토성로 **","","엘지 오휘 후 화장품 고성지사","2012-01-27 16:24:59","I","2023-06-13 00:00:00","","336985.165833593","528854.71600186","0","0","0","",
"2840","방문판매업","08_26_02_P","4341000","2012434004323200001","2012-03-19","","03","폐업","03","폐업처리","2021-05-14","","","","636-3344","","","강원특별자치도 고성군 토성면 용촌리 **번지 *호","강원특별자치도 고성군 토성면 중앙로 ***","24766","영농조합법인 고성꾸지뽕","2021-05-14 17:18:55","I","2023-06-13 00:00:00","","337588.107916634","527448.220336582","905392580","510941152","400000000","",
"2841","방문판매업","08_26_02_P","4341000","2012434004323200003","2012-04-30","","03","폐업","03","폐업처리","2013-08-21","","","","","","219-803","강원특별자치도 고성군 간성읍 간성로 **","강원특별자치도 고성군 간성읍 간성로 **","","마임강원고성지사","2013-08-28 15:22:22","I","2023-06-13 00:00:00","","328562.553885613","542803.804663927","0","0","0","",
"2842","방문판매업","08_26_02_P","4341000","2014434004323200001","2014-04-11","","03","폐업","03","폐업처리","2021-11-10","","","","033-637-6740","","219-822","강원특별자치도 고성군 죽왕면 ***번지 **호","강원특별자치도 고성군 죽왕면 송지호로 **-**","219-822","농업회사법인 강원설악주식회사","2021-11-10 17:36:30","I","2023-06-13 00:00:00","","333054.865994652","537207.121216801","33437472","0","50000000","",
"2843","방문판매업","08_26_02_P","4341000","2014434004323200002","2014-04-11","","03","폐업","03","폐업처리","2021-05-31","","","","033-633-0901","","219-822","강원특별자치도 고성군 죽왕면 오호리 ***번지 **호","강원특별자치도 고성군 죽왕면 송지호로 **-**","219-822","농업회사법인 내몸애주식회사","2021-07-22 18:06:25","I","2023-06-13 00:00:00","","333054.865994652","537207.121216801","1244973820","1189947390","100000000","",
"2844","방문판매업","08_26_02_P","4341000","2016434005923200001","2016-07-08","","03","폐업","03","폐업처리","2016-11-11","","","","","","","","강원특별자치도 고성군 현내면 금강산로 ***","24706","명품수의","2016-12-02 11:37:55","I","2023-06-13 00:00:00","","324678.553293953","555003.033326354","0","0","0","",
"2845","방문판매업","08_26_02_P","4341000","2017434005923200001","2017-04-18","","03","폐업","03","폐업처리","2021-05-14","","","","","","","","강원특별자치도 고성군 토성면 잼버리동로 *** (파인리즈컨드리클럽)","24763","(주)아젤리아","2021-05-14 16:41:48","I","2023-06-13 00:00:00","","334472.217302567","527754.114891642","176449536","174277008","50000000","",
"2846","방문판매업","08_26_02_P","4341000","2019434006723200002","2018-02-28","","03","폐업","03","폐업처리","2025-10-22","","","","","","","강원특별자치도 고성군 토성면 신평리 ***번지 **호 포유리조트","강원특별자치도 고성군 토성면 잼버리동로 **, 포유리조트","24763","포유투어","2025-10-23 08:46:17","U","2025-10-25 02:40:00","","332996.11369038","526803.808797687","0","0","0","",
"2847","방문판매업","08_26_02_P","4341000","2001434003323200001","2001-01-01","2008-08-01","04","취소/말소/만료/정지/중지","04","직권취소","","","","","033 681 5316","","","상리 ***-*","","","영진상사","2008-08-01 17:11:22","I","2023-06-13 00:00:00","","","","0","0","0","",
"2848","방문판매업","08_26_02_P","4341000","2001434003323200002","2001-01-01","2008-08-01","04","취소/말소/만료/정지/중지","04","직권취소","","","","","033 636 3434","","","인흥리 ***-*","","","설악축산기업㈜","2008-08-01 17:14:50","I","2023-06-13 00:00:00","","","","0","0","0","",
"2849","방문판매업","08_26_02_P","4341000","2003434003323200001","2003-01-01","2008-08-01","04","취소/말소/만료/정지/중지","04","직권취소","","","","","033 635 9152","","","용촌리 ** */*","","","도서출판 한샘(주)","2008-08-01 17:13:20","I","2023-06-13 00:00:00","","","","0","0","0","",
"2850","방문판매업","08_26_02_P","4341000","2003434003323200003","2003-09-23","2008-08-01","04","취소/말소/만료/정지/중지","04","직권취소","","","","","033 681 0679","","","거진리 ***-*","","","강 남","2008-08-13 15:33:54","I","2023-06-13 00:00:00","","","","0","0","0","",
"2851","방문판매업","08_26_02_P","4341000","2004434003323200001","2004-01-01","2008-08-01","04","취소/말소/만료/정지/중지","04","직권취소","","","","","033 632 6015","","","아야진**","","","좋은이웃","2008-08-13 16:10:22","I","2023-06-13 00:00:00","","","","0","0","0","",
