"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"3809","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014200400001","2004-07-05","","01","영업/정상","11","영업","","","","","","","230-854","강원특별자치도 영월군 주천면 주천리 1242-2","","","홈마트","2013-12-30 10:43:55","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 주천면 주천리 1242-2   번지","","20040705","관급봉투",
"3810","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201200002","2012-02-06","","01","영업/정상","11","영업","","","","","","","230-808","강원특별자치도 영월군 영월읍 하송리 408-101","강원특별자치도 영월군 영월읍 하송로 151","230-880","훼미리마트영월대학로점","2013-12-30 13:22:30","I","2023-06-13 00:00:00","","329336.41195388","409295.530695093","지정","강원특별자치도 영월군 영월읍 하송리 408번지 101호","20120206","20120131","관급봉투",
"3811","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201200003","2012-03-14","","01","영업/정상","11","영업","","","","","033-374-3392","","230-806","강원특별자치도 영월군 영월읍 영흥리 959-27","강원특별자치도 영월군 영월읍 단종로 21","230-806","금강철물","2012-03-14 13:18:59","I","2023-06-13 00:00:00","","330280.151247206","410285.94889699","지정","","20120314","20120307","관급봉투",
"3812","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201200004","2012-03-14","","01","영업/정상","11","영업","","","","","","","230-804","강원특별자치도 영월군 영월읍 영흥리 947-47","강원특별자치도 영월군 영월읍 서부시장길 21-15","230-804","동강상회","2012-03-14 13:22:28","I","2023-06-13 00:00:00","","330194.411002957","410036.767495972","지정","강원특별자치도 영월군 영월읍 영흥리 947번지 47호","20120314","20120307","관급봉투",
"3813","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201200005","2012-04-02","","01","영업/정상","11","영업","","","","","033-374-9590","","230-822","강원특별자치도 영월군 김삿갓면 와석리 322","강원특별자치도 영월군 김삿갓면 영월동로 2150","230-822","김삿갓휴게소","2017-01-19 17:17:07","I","2023-06-13 00:00:00","","343085.332039434","403412.414873684","종료","","20120402","20120330","관급봉투",
"3814","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201200006","2012-05-11","","01","영업/정상","11","영업","","","","","033-375-0600","","230-802","강원특별자치도 영월군 영월읍 덕포리 199-5","강원특별자치도 영월군 영월읍 영월로 2279","230-802","GS25 영월동강점","2023-06-23 21:17:49","U","2023-06-25 02:40:00","","332944.217639042","410059.549065753","지정","강원특별자치도 영월군 영월읍 덕포리 199번지 5호","20120511","20120511","관급봉투",
"3815","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201200007","2012-05-11","","01","영업/정상","11","영업","","","","","033-372-4022","","230-838","강원특별자치도 영월군 남면 연당리 1048-4","강원특별자치도 영월군 남면 연당로 65-5","230-838","연당2리구판장","2012-05-11 16:56:39","I","2023-06-13 00:00:00","","324840.240609235","410325.174205568","지정","강원특별자치도 영월군 남면 연당리 1048번지 4호","20120511","20120511","관급봉투",
"3816","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400068","1994-12-05","","01","영업/정상","11","영업","","","","","0333784033","","230-812","강원특별자치도 영월군 산솔면 녹전리 774-12","","230-812","복신상회","2013-12-31 11:32:38","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 중동면 녹전리 774-12번지","","19941205","관급봉투",
"3817","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400069","1994-12-05","","01","영업/정상","11","영업","","","","","0333784097","","230-812","강원특별자치도 영월군 산솔면 녹전리 774-1","강원특별자치도 영월군 산솔면 태백산로 1184","230-812","소원상회","2013-12-31 11:34:48","I","2023-06-13 00:00:00","","349232.72064393","406300.360785498","지정","강원특별자치도 영월군 중동면 녹전리 774번지 1호","","19941205","관급봉투",
"3818","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400072","1994-12-05","","01","영업/정상","11","영업","","","","","0333780689","","233-827","강원특별자치도 영월군 산솔면 연상리 65-5 2통","강원특별자치도 영월군 산솔면 영월로 3823","230-814","석항터미널","2013-12-31 11:47:18","I","2023-06-13 00:00:00","","343401.635460583","411960.562838728","지정","강원특별자치도 영월군 중동면 연상리 65-5   번지 2  통","","19941205","관급봉투",
"3819","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014199400073","1994-12-05","","01","영업/정상","11","영업","","","","","033 3785957","","233-827","강원특별자치도 영월군 산솔면 석항리 470-2","","","석항상회","2013-12-24 17:04:18","I","2023-06-13 00:00:00","","","","지정","강원특별자치도 영월군 중동면 석항리 470-2   번지","","19941205","관급봉투",
"3820","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201600005","2016-05-16","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 중앙1로 56","26233","세븐일레븐영월점","2016-05-16 13:38:41","I","2023-06-13 00:00:00","","330112.558501012","410364.850260763","지정","","20160516","20160516","관급봉투",
"3821","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201600007","2016-07-21","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 한반도면 후탄로 759","26214","한반도편의점","2019-05-01 17:28:30","I","2023-06-13 00:00:00","","319891.24309426","412921.421701617","지정","","20160721","20160721","관급봉투",
"3822","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201600008","2016-08-17","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 주천면 금용강변로 474","26207","유앤아이","2016-08-17 15:48:36","I","2023-06-13 00:00:00","","315554.618942715","414710.863781278","지정","","20160817","20160817","관급봉투",
"3823","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700001","2017-01-16","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 김삿갓면 영월동로 2150","26246","김삿갓휴게소슈퍼","2024-12-16 16:07:08","U","2024-12-18 02:40:00","","343085.332039434","403412.414873684","지정","","20170116","20170110","관급봉투",
"3824","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700002","2017-02-17","","01","영업/정상","11","영업","","","","","033-375-4396","","","","강원특별자치도 영월군 영월읍 서부시장길 25-11","26236","일진상사","2017-02-17 17:53:29","I","2023-06-13 00:00:00","","330223.803681069","410036.238318058","지정","","20170217","20170216","관급봉투",
"3825","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700005","2017-06-05","","01","영업/정상","11","영업","","","","","033-375-4533","","","","강원특별자치도 영월군 영월읍 서부시장길 15","26236","서부할인마트","2024-04-18 16:56:53","U","2024-04-20 02:40:00","","330180.16916075","410026.384132749","지정","","20170605","20170526","관급봉투",
"3826","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700006","2017-06-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 남면 북쌍리 688-3","강원특별자치도 영월군 남면 서강로 1664-134","26215","캠프 에이프릴","2017-06-05 18:01:44","I","2023-06-13 00:00:00","","323786.180656075","412212.862462586","지정","","20170605","20170605","관급봉투",
"3827","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700007","2017-07-24","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 제방안길 16-1, 102호","26236","세븐일레븐 영월중앙시장점","2017-07-24 09:45:26","I","2023-06-13 00:00:00","","330619.89226979","409995.554412446","지정","","20170724","20170721","관급봉투",
"3828","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700008","2017-08-07","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 무릉도원면 도원운학로 475-10","26201","월드니스 오토캠핑장","2022-09-29 13:44:19","I","2023-06-13 00:00:00","","308223.93878702","422790.357575677","지정","","20170807","20170727","관급봉투",
"3829","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700009","2017-09-11","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 제방안길 26","26236","하나로화장품","2017-09-11 18:11:11","I","2023-06-13 00:00:00","","330540.007871909","409936.453098165","지정","","20170911","20170905","관급봉투",
"3830","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014201700010","2017-09-11","","01","영업/정상","11","영업","","","","","","","","","강원특별자치도 영월군 영월읍 봉래산로 27-17","26227","GS25 영월별마로","2017-09-11 18:10:35","I","2023-06-13 00:00:00","","330565.94020447","410371.746217768","지정","","20170911","20170906","관급봉투",
"3831","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000006","2020-06-05","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 김삿갓면 내리 616","강원특별자치도 영월군 김삿갓면 내리계곡로 1199","26247","자연펜션캠핑장","2020-06-05 14:23:18","I","2023-06-13 00:00:00","","348293.702230509","402466.564610574","지정","강원특별자치도 영월군 김삿갓면 내리 616번지","","20200605","관급봉투",
"3832","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000007","2020-07-02","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 무릉도원면 법흥리 625-1","강원특별자치도 영월군 무릉도원면 무릉법흥로 782-26","26201","휴펜션","2020-07-02 10:33:24","I","2023-06-13 00:00:00","","313052.081042225","426295.7263837","지정","강원특별자치도 영월군 무릉도원면 법흥리 625-1","20200702","20200702","관급봉투",
"3833","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000008","2020-07-02","","01","영업/정상","11","영업","","","","","033-374-1426","","","강원특별자치도 영월군 무릉도원면 두산리 224-6 근린생활시설","강원특별자치도 영월군 무릉도원면 두산길 143, 근린생활시설","26200","포안마트","2020-07-02 11:04:35","I","2023-06-13 00:00:00","","304270.344493642","424163.946354954","지정","강원특별자치도 영월군 무릉도원면 두산리 224-6 근린생활시설","20200702","20200701","관급봉투",
"3834","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000009","2020-07-14","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 영월읍 덕포리 502-74","강원특별자치도 영월군 영월읍 영월로 2123","26229","미니스톱 영월센트럴점","2020-07-14 18:38:08","I","2023-06-13 00:00:00","","331535.860251574","410126.89209209","지정","강원특별자치도 영월군 영월읍 덕포리 502-74","20200714","20200714","관급봉투",
"3835","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000010","2020-08-28","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 영월읍 덕포리 505-11 금용아파트","강원특별자치도 영월군 영월읍 중리1길 108, A동 103호 (금용아파트)","26229","씨유 영월금용점","2020-08-28 11:17:29","I","2023-06-13 00:00:00","","331520.844497898","409831.675051267","지정","강원특별자치도 영월군 영월읍 덕포리 505-11 금용아파트","20200828","20200828","관급봉투",
"3836","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000011","2020-10-22","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 영월군 한반도면 후탄리 555-10","강원특별자치도 영월군 한반도면 후탄로 826-1","26214","영월한반도캠핑장","2020-10-22 14:07:32","I","2023-06-13 00:00:00","","320284.671999152","413477.152507228","지정","강원특별자치도 영월군 한반도면 후탄리 555-10","20201022","20201022","관급봉투",
"3837","쓰레기종량제봉투판매업","09_30_13_P","4271000","427100014202000012","2020-12-08","","01","영업/정상","11","영업","","","","","033-372-2130","","","강원특별자치도 영월군 북면 마차리 812-3","강원특별자치도 영월군 북면 마차중앙1길 35","26209","가족마트","2021-10-21 08:52:58","I","2023-06-13 00:00:00","","329185.121736276","418105.709274417","지정","강원특별자치도 영월군 북면 마차리 812-3","20201208","20201208","관급봉투",
