"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"411","동물미용업","02_03_11_P","4281000","428000004920220001","2022-02-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 용평면 장평리 ***","강원특별자치도 평창군 용평면 금송길 *","25315","멍실묭실","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","324863.134069547","454606.510366899","동물미용업","동물미용업(일반)","000","0",
"412","동물미용업","02_03_11_P","4281000","428000004920230001","2023-05-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 평창군 진부면 하진부리 ***","강원특별자치도 평창군 진부면 청송로 **","25325","바둑이마을","2023-05-30 10:47:12","I","2023-06-13 00:00:00","","337035.745721312","460506.384611187","동물미용업","동물미용업(일반)","000","0",
"413","동물미용업","02_03_11_P","4281000","428000004920180005","2018-10-16","","03","폐업","0002","폐업","2024-05-14","","","","","0","","강원특별자치도 평창군 대화면 하안미리 산 ***","강원특별자치도 평창군 대화면 가평로 ***-**","25363","검단켄빌","2024-05-14 10:29:30","U","2024-05-16 02:40:00","","333007.467191296","438358.127968885","동물미용업","동물미용업(일반)","000","0",
"414","동물미용업","02_03_11_P","4291000","429000004920210002","2021-11-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 정선군 정선읍 북실리 ***-*","강원특별자치도 정선군 정선읍 정선로 ****, *층 ***호","26132","뽀숑","2022-04-28 18:08:47","I","2023-06-13 00:00:00","","346151.53013183","432135.51254027","동물미용업","동물미용업(일반)","000","0",
"415","동물미용업","02_03_11_P","4301000","430000004920180006","2018-12-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 동송읍 이평리 ***-** 통일수족관","강원특별자치도 철원군 동송읍 이평로 **, 통일수족관","24015","은성애견마트","2022-04-28 18:08:49","I","2023-06-13 00:00:00","","219011.66264741","522966.198255436","동물미용업","동물미용업(일반)","000","0",
"416","동물미용업","02_03_11_P","4301000","430000004920190001","2019-01-25","","01","영업/정상","0000","정상","","","","","033-456-0970","0","","강원특별자치도 철원군 동송읍 이평리 ***-*","강원특별자치도 철원군 동송읍 금학로 ***-*","24017","펫살롱 스위트하우스","2022-04-28 18:08:49","I","2023-06-13 00:00:00","","219271.918309531","522372.275780447","동물미용업","동물미용업(일반)","000","0",
"417","동물미용업","02_03_11_P","4301000","430000004920180005","2018-10-16","","01","영업/정상","0000","정상","","","","","033-455-1117","0","","강원특별자치도 철원군 동송읍 이평리 ***-** 화장품백화점","강원특별자치도 철원군 동송읍 이평로**번길 **-**, 화장품백화점","24015","카페독스","2022-12-27 20:16:09","I","2023-06-13 00:00:00","","219085.722777326","522955.891332938","동물미용업","동물미용업(일반)","000","0",
"418","동물미용업","02_03_11_P","4301000","430100004920240001","2024-06-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 철원읍 화지리 **-*","강원특별자치도 철원군 철원읍 금학로 ***-*","24007","동송애견샵","2024-06-04 14:13:14","I","2024-06-06 00:14:21","","218725.908386664","523436.3403904","동물미용업","동물미용업(일반)","000","0",
"419","동물미용업","02_03_11_P","4301000","430100004920240002","2024-07-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 서면 와수리 ****-**","강원특별자치도 철원군 서면 와수로***번길 **","24059","똥강아지","2024-07-16 16:51:32","I","2024-07-18 00:13:45","","238230.854022579","526319.259403428","동물미용업","동물미용업(일반)","000","0",
"420","동물미용업","02_03_11_P","4301000","430100004920250003","2025-10-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 동송읍 이평리 ***-**","강원특별자치도 철원군 동송읍 이평로***번길 **, *층","24013","유어도그","2025-10-21 15:13:09","I","2025-10-23 00:20:17","","218308.215573497","522603.985404042","동물미용업","동물미용업(일반)","000","0",
"421","동물미용업","02_03_11_P","4301000","430100004920250002","2025-07-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 갈말읍 신철원리 ***-*","강원특별자치도 철원군 갈말읍 명성로***번길 **, *층","24041","나르몽실","2025-07-11 13:30:23","I","2025-07-13 00:20:10","","227052.641339994","515964.610822616","동물미용업","동물미용업(일반)","000","0",
"422","동물미용업","02_03_11_P","4301000","430100004920250001","2025-04-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 철원군 근남면 사곡리 ***-*","강원특별자치도 철원군 근남면 하오재로 ****","24063","빵아지","2025-04-03 10:27:42","I","2025-04-05 00:10:22","","241150.392540392","527718.377324142","동물미용업","동물미용업(일반)","000","0",
"423","동물미용업","02_03_11_P","4301000","430000004920190002","2019-10-30","","03","폐업","0002","폐업","2024-07-31","","","","","0","","강원특별자치도 철원군 서면 와수리 ***-*","강원특별자치도 철원군 서면 와수로 ***, *층","24059","누리댕댕","2024-08-05 14:06:00","U","2024-08-07 02:40:00","","238555.251031574","526593.032330674","동물미용업","동물미용업(일반)","000","0",
"424","동물미용업","02_03_11_P","4301000","430000004920180002","2018-09-28","","03","폐업","0002","폐업","2021-08-06","","","","","0","","강원특별자치도 철원군 동송읍 이평리 ***-**","강원특별자치도 철원군 동송읍 이평*로 **","24017","애견11번가","2022-04-28 18:08:48","I","2023-06-13 00:00:00","","219276.113407794","522598.469112606","동물미용업","동물미용업(일반)","000","0",
"425","동물미용업","02_03_11_P","4301000","430000004920180003","2018-10-01","","03","폐업","0002","폐업","2023-12-08","","","","","0","","강원특별자치도 철원군 철원읍 화지리 **-*","강원특별자치도 철원군 철원읍 금학로 ***-*","24007","동송애견샵","2023-12-14 14:19:25","U","2023-12-16 02:40:00","","218725.908386664","523436.3403904","동물미용업","동물미용업(일반)","000","0",
"426","동물미용업","02_03_11_P","4301000","430000004920180004","2018-10-08","","03","폐업","0002","폐업","2024-06-24","","","","0334550608","0","","강원특별자치도 철원군 철원읍 화지리 **-**","강원특별자치도 철원군 철원읍 금학로 ***","24006","그림이네 애견미용실","2024-06-24 16:51:08","U","2024-06-26 02:40:00","","218810.125131567","523185.052293103","동물미용업","동물미용업(일반)","000","0",
"427","동물미용업","02_03_11_P","4321000","432000004920190001","2019-02-07","","01","영업/정상","0000","정상","","","","","033-481-9555","0","","강원특별자치도 양구군 양구읍 상리 ***-*","강원특별자치도 양구군 양구읍 청춘로 **-***, *동 *층 *호","24543","내 개를 부탁해","2022-04-28 18:08:41","I","2023-06-13 00:00:00","","286839.742108369","511271.466513699","동물미용업","동물미용업(일반)","000","0",
"428","동물미용업","02_03_11_P","4321000","432000004920220001","2022-03-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 양구군 양구읍 상리 ***-**","강원특별자치도 양구군 양구읍 사명길 **","24536","윤그루밍","2024-12-20 10:40:50","U","2024-12-22 02:40:00","","286628.161522495","511791.909240005","동물미용업","동물미용업(일반)","000","0",
"429","동물미용업","02_03_11_P","4321000","432000004920180002","2018-07-11","","01","영업/정상","0000","정상","","","","","033-481-3400","0","","강원특별자치도 양구군 양구읍 상리 ***-**","강원특별자치도 양구군 양구읍 사명길 **, *동 *층 *호","24531","짱구애견","2022-04-28 18:08:41","I","2023-06-13 00:00:00","","286604.507610065","511888.953793548","동물미용업","동물미용업(일반)","000","0",
"430","동물미용업","02_03_11_P","4321000","432000004920180003","2018-08-23","","01","영업/정상","0000","정상","","","","","033-482-5456","0","","강원특별자치도 양구군 양구읍 상리 ***","강원특별자치도 양구군 양구읍 택지길 **-*, *동 *층 *호","24530","한스애견카페","2022-04-28 18:08:41","I","2023-06-13 00:00:00","","286305.575604548","511858.294247134","동물미용업","동물미용업(일반)","000","0",
"431","동물미용업","02_03_11_P","4321000","432000004920180004","2018-09-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 양구군 양구읍 정림리 *-*","강원특별자치도 양구군 양구읍 양구새싹로 **, *동 *층 *호","24542","개팔자 상팔자","2022-04-28 18:08:41","I","2023-06-13 00:00:00","","286580.564870003","511484.710942989","동물미용업","동물미용업(일반)","000","0",
"432","동물미용업","02_03_11_P","4331000","433000004920180001","2018-04-26","","01","영업/정상","0000","정상","","","","","033-463-7455","0","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로 ***-*","24635","낭만강아지","2022-04-28 18:07:06","I","2023-06-13 00:00:00","","302946.302973274","508090.506234575","동물미용업","동물미용업(일반)","000","0",
"433","동물미용업","02_03_11_P","4331000","433000004920220002","2022-07-26","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 인제군 인제읍 남북리 ***-*","강원특별자치도 인제군 인제읍 비봉로**번길 **","24625","The 빛나개","2024-01-17 15:48:33","U","2024-01-19 02:40:00","","302327.815025481","507452.283212803","동물미용업","동물미용업(일반)","000","0",
"434","동물미용업","02_03_11_P","4331000","433100004920240001","2024-09-24","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 인제군 인제읍 상동리 ***-*","강원특별자치도 인제군 인제읍 인제로***번길 **-*","24634","인제오개","2024-09-24 15:37:20","I","2024-09-26 00:13:12","","302689.74817537","507666.996506699","동물미용업","동물미용업(일반)","000","0",
"435","동물미용업","02_03_11_P","4331000","433000004920220001","2022-07-11","","03","폐업","0002","폐업","2024-01-11","","","","","0","","강원특별자치도 인제군 인제읍 상동리 ***-**","강원특별자치도 인제군 인제읍 인제로 ***-*","24632","인제 오개","2024-01-12 09:08:46","U","2024-01-14 02:40:00","","302764.079553626","507966.934557968","동물미용업","동물미용업(일반)","000","0",
"436","동물미용업","02_03_11_P","4341000","434000004920190003","2019-04-12","","01","영업/정상","0000","정상","","","","","0336810201","0","","강원특별자치도 고성군 간성읍 신안리 ***-* 간성그린슈퍼,병나발","강원특별자치도 고성군 간성읍 간성로 **-*, 간성그린슈퍼,병나발 *층","24735","이개 누구개","2022-04-28 18:06:10","I","2023-06-13 00:00:00","","328391.696883171","542821.539488487","동물미용업","동물미용업(일반)","000","0",
"437","동물미용업","02_03_11_P","4341000","434000004920210001","2021-01-07","","01","영업/정상","0000","정상","","","","","033-681-4338","0","","강원특별자치도 고성군 간성읍 신안리 ***-* 멍&미","강원특별자치도 고성군 간성읍 간성북로*번길 **, 멍&미","24734","멍&미","2022-04-28 18:06:10","I","2023-06-13 00:00:00","","328410.917453446","542938.252233919","동물미용업","동물미용업(일반)","000","0",
"438","동물미용업","02_03_11_P","4341000","434100004920250001","2025-06-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 고성군 토성면 용암리 ***-**","강원특별자치도 고성군 토성면 용암*길 **-**, *층","24759","멜로테일","2025-06-27 17:52:27","I","2025-06-29 00:20:02","","334975.678123344","530336.789251593","동물미용업","동물미용업(일반)","000","0",
"439","동물미용업","02_03_11_P","4341000","434000004920200001","2020-03-31","","03","폐업","0002","폐업","2022-12-22","","","","0336812132","0","","강원특별자치도 고성군 간성읍 신안리 ***-** 나탈리아아트컬렉션","강원특별자치도 고성군 간성읍 간성북로*번길 **, 나탈리아아트컬렉션","24734","고성 동물병원","2022-12-22 14:57:49","I","2023-06-13 00:00:00","","328396.580626881","542974.82410008","동물미용업","동물미용업(일반)","000","0",
"440","동물미용업","02_03_11_P","4351000","435000004920180002","2018-04-14","","01","영업/정상","0000","정상","","","","","0336722360","0","","강원특별자치도 양양군 강현면 물치리 **-* 속초애견미용학원","강원특별자치도 양양군 강현면 동해대로 ****, 속초애견미용학원","25000","피플앤독","2022-04-28 18:08:42","I","2023-06-13 00:00:00","","340971.105748606","518324.358259176","동물미용업","동물미용업(일반)","000","0",
