"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자",
"2305","의원","01_01_02_P","4281000","PHMA120164280009041100002","2016-07-21","","01","영업/정상","13","영업중","","","","","033-336-2878","","","","강원특별자치도 평창군 봉평면 기풍로 150","25303","봉평수치과의원","2019-02-01 00:43:21","I","2023-06-13 00:00:00","치과의원","321619.233838401","457963.983203391","치과의원","1","0","0","153.07","411 410 409 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"2306","의원","01_01_02_P","4281000","PHMA120054280009041100001","2005-03-28","","01","영업/정상","13","영업중","","","","","033-333-7582","","","","강원특별자치도 평창군 진부면 진부시장뒷길 27","25325","평창한의원","2018-03-21 10:01:29","I","2023-06-13 00:00:00","한의원","337395.525145841","460628.943591004","한의원","1","0","0","206.8","307 306 305 304 303 302","한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과","","","","0","0","","","0","",
"2307","의원","01_01_02_P","4281000","PHMA120174280009041100003","2017-05-30","","01","영업/정상","13","영업중","","","","","033-335-2751","","","","강원특별자치도 평창군 진부면 진부중앙로 65, 2층","25325","연세치과의원","2019-04-05 03:43:11","I","2023-06-13 00:00:00","치과의원","337482.082866207","460579.421739577","치과의원","2","0","0","133.42","411 410 408 407 406 405 404 403 402","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강병리과, 예방치과","","","","0","0","","","0","",
"2308","의원","01_01_02_P","4281000","PHMA120174280009041100002","2017-05-24","","01","영업/정상","13","영업중","","","","","033-332-0675","","","","강원특별자치도 평창군 평창읍 평창강로 838-7","25378","새샘의원","2019-01-24 22:43:11","I","2023-06-13 00:00:00","의원","321368.070282105","425508.095716192","의원","1","0","0","323.58","122 116 115 114 113 112 111 109 108 107 106 105 104 103 102 101","내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과","","","","0","0","","","0","",
"2309","의원","01_01_02_P","4281000","PHMA120174280009041100004","2017-10-16","","01","영업/정상","13","영업중","","","","","033-335-0811","","","","강원특별자치도 평창군 대관령면 대관령로 104","25346","횡계고려의원","2018-12-20 21:43:13","I","2023-06-13 00:00:00","의원","350637.935191569","464674.95061665","의원","1","0","0","150.48","122 114 113 111 109 105 104 101","내과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 가정의학과","","","","0","0","","","0","",
"2310","의원","01_01_02_P","4281000","PHMA119844280009041100001","1984-02-20","","01","영업/정상","13","영업중","","","","","033-332-6127","","232-807","강원특별자치도 평창군 용평면 장평리 380","강원특별자치도 평창군 용평면 갈정지길 10","25315","용평보건지소","2018-09-21 10:42:55","I","2023-06-13 00:00:00","보건지소","325052.030163148","455109.776301853","보건지소","2","0","0","388.44","101 104","내과, 외과","","","","0","0","","","0","",
"2311","의원","01_01_02_P","4281000","PHMA119864280009041100003","1986-10-16","","01","영업/정상","13","영업중","","","","","033-336-6129","","232-912","강원특별자치도 평창군 대관령면 횡계리 335","강원특별자치도 평창군 대관령면 대관령로 63","25344","대관령보건지소","2018-09-21 10:44:07","I","2023-06-13 00:00:00","보건지소","350261.219627905","464886.95818493","보건지소","2","0","0","214.87","101","내과","","","","0","0","","","0","",
"2312","의원","01_01_02_P","4281000","PHMA119624280009041100001","1962-02-01","","01","영업/정상","13","영업중","","","","","033-332-4000","","","","강원특별자치도 평창군 평창읍 노성로 11","25374","평창군보건의료원","2025-02-19 13:28:28","U","2025-02-21 02:40:00","보건의료원","323123.107605505","430569.011727618","보건의료원","20","7","20","4006","412 411 409 408 407 406 402 308 306 305 304 303 302 301 126 124 122 111 103 101","내과, 정신건강의학과, 소아청소년과, 가정의학과, 직업환경의학과, 예방의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과, 구강악안면외과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과","","","","0","0","","","0","",
"2313","의원","01_01_02_P","4281000","PHMA120194280009041100003","2019-10-04","","01","영업/정상","13","영업중","","","","","033-335-2802","","","강원특별자치도 평창군 대화면 대화리 998번지 5호","강원특별자치도 평창군 대화면 대화1길 20, 1층","25359","대화치과의원","2019-10-17 22:12:57","I","2023-06-13 00:00:00","치과의원","328605.7347057","445035.398779329","치과의원","1","0","0","125.7","411 410 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0","",
"2314","의원","01_01_02_P","4281000","PHMA120194280009041100002","2019-08-28","","01","영업/정상","13","영업중","","","","","033-336-3969","","","강원특별자치도 평창군 봉평면 원길리 207-5","강원특별자치도 평창군 봉평면 보래령로 60","25302","평창연세샘치과의원","2023-09-15 09:25:29","U","2023-09-17 02:40:00","치과의원","321790.315343392","458761.055385976","치과의원","1","0","0","152.58","411 409 408 407 406 405 403 402","구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과","","","","0","0","","","0","",
"2315","의원","01_01_02_P","4281000","PHMA120154280009041100003","2015-07-10","","01","영업/정상","13","영업중","","","","","0333367582","","","","강원특별자치도 평창군 대관령면 대관령로 86","25345","대관령횡계한의원","2018-03-21 09:55:35","I","2023-06-13 00:00:00","한의원","350428.490664765","464739.431274839","한의원","1","0","0","66.55","301 304 307 308 305 302 303 306 309","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과","","","","0","0","","","0","",
"2316","의원","01_01_02_P","4281000","PHMA120024280009041100004","2002-12-27","","01","영업/정상","13","영업중","","","","","033-335-7040","","232-948","강원특별자치도 평창군 진부면 하진부리 87-1","강원특별자치도 평창군 진부면 진부중앙로 80","25332","진부연세내과의원","2025-02-20 20:13:17","U","2025-02-22 02:40:00","의원","337605.822802717","460691.217933619","의원","1","0","0","169","101","내과","","","","0","0","","","0","",
"2317","의원","01_01_02_P","4281000","PHMA120024280009041100001","2002-03-04","","01","영업/정상","13","영업중","","","","","033-335-0222","","","강원특별자치도 평창군 진부면 하진부리 136번지","강원특별자치도 평창군 진부면 청송로 104","25333","한사랑의원","2020-01-10 01:13:25","I","2023-06-13 00:00:00","의원","337427.53909896","460496.281981517","의원","1","0","0","150.8","115 114 113 112 111 102 101","내과, 신경과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과","","","","0","0","","","0","",
"2318","의원","01_01_02_P","4281000","PHMA119854280009041100002","1985-01-02","","01","영업/정상","13","영업중","","","","","033-332-5155","","","강원특별자치도 평창군 평창읍 고길리 237번지 11호","강원특별자치도 평창군 평창읍 고길천4길 13-15 (고길리보건진료소)","25370","고길보건진료소","2019-11-15 13:22:41","I","2023-06-13 00:00:00","보건진료소","328783.919419419","434599.491076409","보건진료소","1","0","0","154","","","","","","0","0","","","0","",
"2319","의원","01_01_02_P","4281000","PHMA119834280009041100002","1983-10-01","","01","영업/정상","13","영업중","","","","","033-336-5156","","","강원특별자치도 평창군 평창읍 다수리 505번지","강원특별자치도 평창군 평창읍 숫돌고개길 16 (다수보건진료소)","25368","다수보건진료소","2019-11-15 13:19:33","I","2023-06-13 00:00:00","보건진료소","320941.371354429","433479.000216177","보건진료소","1","0","0","150.48","","","","","","0","0","","","0","",
"2320","의원","01_01_02_P","4281000","PHMA119844280009041100002","1984-12-01","","01","영업/정상","13","영업중","","","","","033-332-5157","","","강원특별자치도 평창군 평창읍 도돈리 37번지 25호","강원특별자치도 평창군 평창읍 평창강로 854 (도돈보건진료소)","25378","도돈보건진료소","2019-11-14 11:05:57","I","2023-06-13 00:00:00","보건진료소","321355.087010197","425648.229787739","보건진료소","1","0","0","166.32","","","","","","0","0","","","0","",
"2321","의원","01_01_02_P","4281000","PHMA119814280009041100001","1981-12-01","","01","영업/정상","13","영업중","","","","","033-332-5158","","","강원특별자치도 평창군 방림면 계촌리 2535번지 10호","강원특별자치도 평창군 방림면 운지로 294-14 (계촌보건진료소)","25364","계촌보건진료소","2019-11-15 16:27:10","I","2023-06-13 00:00:00","보건진료소","315184.889996093","439534.804037932","보건진료소","1","0","0","154.02","","","","","","0","0","","","0","",
"2322","의원","01_01_02_P","4281000","PHMA119834280009041100003","1983-10-01","","01","영업/정상","13","영업중","","","","","033-332-5159","","","강원특별자치도 평창군 대화면 하안미리 759번지 2호","강원특별자치도 평창군 대화면 동천길 91 (하안미보건진료소)","25361","하안미보건진료소","2019-11-15 13:47:59","I","2023-06-13 00:00:00","보건진료소","327992.995424421","439714.903812275","보건진료소","1","0","0","164.43","","","","","","0","0","","","0","",
"2323","의원","01_01_02_P","4281000","PHMA119854280009041100003","1985-12-05","","01","영업/정상","13","영업중","","","","","033-332-5160","","","강원특별자치도 평창군 대화면 개수리 879번지 9호","강원특별자치도 평창군 대화면 금당계곡로 832 (개수보건진료소)","25357","개수보건진료소","2019-11-15 13:45:43","I","2023-06-13 00:00:00","보건진료소","323005.792229437","443660.604477493","보건진료소","1","0","0","150.21","","","","","","0","0","","","0","",
"2324","의원","01_01_02_P","4281000","PHMA119864280009041100005","1986-07-01","","01","영업/정상","13","영업중","","","","","033-332-5161","","","강원특별자치도 평창군 대화면 신리 278번지 12호","강원특별자치도 평창군 대화면 고토곡길 4 (신리보건진료소)","25354","신리보건진료소","2019-11-15 13:50:07","I","2023-06-13 00:00:00","보건진료소","328951.250447146","449512.605077352","보건진료소","1","0","0","151","","","","","","0","0","","","0","",
"2325","의원","01_01_02_P","4281000","PHMA119864280009041100006","1986-07-01","","01","영업/정상","13","영업중","","","","","033-332-5162","","","강원특별자치도 평창군 봉평면 유포리 48번지 1호","강원특별자치도 평창군 봉평면 금당계곡로 1777-9 (등매보건진료소)","25311","등매보건진료소","2019-11-15 13:26:06","I","2023-06-13 00:00:00","보건진료소","323075.652280622","450971.254546413","보건진료소","1","0","0","158.61","","","","","","0","0","","","0","",
"2326","의원","01_01_02_P","4281000","PHMA119824280009041100001","1982-12-06","","01","영업/정상","13","영업중","","","","","033-332-5163","","","강원특별자치도 평창군 봉평면 면온리 809번지 2호","강원특별자치도 평창군 봉평면 진조길 14 (면온보건진료소)","25309","면온보건진료소","2019-11-15 14:02:55","I","2023-06-13 00:00:00","보건진료소","319056.204261629","452059.46663152","보건진료소","1","0","0","151.72","","","","","","0","0","","","0","",
"2327","의원","01_01_02_P","4281000","PHMA119814280009041100002","1981-10-01","","01","영업/정상","13","영업중","","","","","033-332-5165","","","강원특별자치도 평창군 용평면 속사리 470번지 5호","강원특별자치도 평창군 용평면 양지길 10","25312","속사보건진료소","2019-11-15 13:52:24","I","2023-06-13 00:00:00","보건진료소","331889.591774214","460607.70016243","보건진료소","1","0","0","151.29","","","","","","0","0","","","0","",
"2328","의원","01_01_02_P","4281000","PHMA120244281034041100002","2018-03-20","","01","영업/정상","13","영업중","","","","","033-332-4952","","","강원특별자치도 평창군 진부면 하진부리 88-6","강원특별자치도 평창군 진부면 진부중앙로 84, 2층","25332","네이처한의원","2024-04-18 22:13:21","U","2024-04-20 02:40:00","한의원","337623.354982151","460720.489876386","한의원","1","0","0","146","308 307 306 305 304 303 302 301","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0","",
