"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","준공일자","개관일자","설립운영주체구분명","박물관미술관종류명","박물관미술관유형명","폐관일자","폐관사유","자본금","소요자금","법인설립목적","허가조건","법인해산일자","법인명",
"245","문화예술법인","03_08_03_P","6530000","A0100642000020210016","2021-06-07","","01","영업/정상","1","","","","","","","","","강원특별자치도 양양군 양양읍 남문리 3번지 62호","강원특별자치도 양양군 양양읍 양양로 17-0, 2층","","해오름문화복지재단","2025-06-19 16:21:07","U","2025-06-21 02:40:00","","342628.707466849","509584.586916842","문화(재단)","","","","","","","","0","","양양군 내 문화 혜택 사각지대에 놓인 소외계층을 적극 발굴 및 지원함으로써, 양양군의 심각한 문화소외현상을 해결하고자 함","","","해오름문화복지재단",
"246","문화예술법인","03_08_03_P","6530000","A0100653000020240008","2024-09-20","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 안현동 89번지 87호 라카이샌드파인컨벤션동B1F","강원특별자치도 강릉시 해안로 536-0 (안현동,라카이샌드파인)","","사단법인 하슬라국제예술제","2024-09-20 13:43:24","I","2024-09-22 00:12:49","","367621.813148505","479943.433565044","예술(사단)","","","","","","","","0","","문화 예술 공연 및 축제 개최 사업","","","사단법인 하슬라국제예술제",
"247","문화예술법인","03_08_03_P","6530000","A0100653000020240007","2024-08-28","","01","영업/정상","1","","","","","","","","","강원특별자치도 강릉시 교동 1352번지 0호","강원특별자치도 강릉시 정원로 15-3 (교동)","","사단법인 어반스케치협회","2024-08-28 21:51:37","I","2024-08-30 00:13:57","","365635.173935767","474864.400574794","예술(사단)","","","","","","","","0","","어반스케치 예술활동의 활성화 및 발전 도모","","","사단법인 어반스케치협회",
"248","문화예술법인","03_08_03_P","6530000","A0100653000020240006","2012-03-02","","01","영업/정상","1","","","","","","","","","강원특별자치도 양양군 서면 논화리 390번지 0호","강원특별자치도 양양군 서면 설악로 2073-134","","(사)대한불교종단총연합회","2024-08-14 11:12:11","I","2024-08-17 00:13:21","","336417.328215847","508264.728249134","행정(재단)","","","","","","","","0","","불교발전 및 회원 권익보호","","","(사)대한불교종단총연합회",
"249","문화예술법인","03_08_03_P","6530000","A0100653000020240005","2024-06-18","","01","영업/정상","1","","","","","","","","","강원특별자치도 홍천군 서면 중방대리 396번지 8호","강원특별자치도 홍천군 서면 가일길 51-0","","사단법인 기획자의길","2024-06-18 16:59:45","I","2024-06-20 00:14:34","","253163.056803477","462809.109044904","문화(사단)","","","","","","","","0","","순도 높은 정신, 예술과 문화에 대한 깊은 통찰을 바탕으로 한국 예술과 문화 현장에서 창의적 문화기획의 길을 열고 우리 문화를 세계에 알렸던 강준혁 선생의 정신을 이어받아 문화기획의 정신과 사회적 가치가 우리 사회의 다양한 영역에서 뿌리내리고, 문화기획이 창의성과 공익성을 유지하는데 기여함","","","사단법인 기획자의길",
"250","문화예술법인","03_08_03_P","6530000","A0100653000020240001","2024-01-10","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 옥천동 1번지 0호","강원특별자치도 춘천시 봉의산길22번길 29-0, 305호 (옥천동)","","사단법인 차상찬기념사업회","2024-01-10 09:55:06","I","2024-01-12 00:16:24","","264548.443504906","487261.17884438","문화(사단)","","","","","","","","0","","차상찬 선생을 선양하고 학문적 연구와 발굴","","","사단법인 차상찬기념사업회",
"251","문화예술법인","03_08_03_P","6530000","A0100653000020240003","2024-04-25","","01","영업/정상","1","","","","","","","","","강원특별자치도 평창군 미탄면 창리 55번지 1호","강원특별자치도 평창군 미탄면 서동로 3819-11","","사단법인 평창아라리 보존회","2024-04-25 17:58:27","I","2024-04-27 00:14:54","","333999.166285983","426758.251703027","문화재(사단)","","","","","","","","0","","평창아라리 보존전승 및 고장의 문화 창달과 지역발전 기여","","","사단법인 평창아라리 보존회",
"252","문화예술법인","03_08_03_P","6530000","A0100653000020240004","2024-05-21","","01","영업/정상","1","","","","","","","","","강원특별자치도 홍천군 홍천읍 신장대리 5번지 12호","강원특별자치도 홍천군 홍천읍 꽃뫼로 111-0, 3층","","사단법인 하모니팝스오케스트라","2024-05-21 18:49:14","I","2024-05-23 00:14:32","","278069.944232745","465852.114411939","예술(사단)","","","","","","","","0","","지역 사회의 문화 저변을 확대하고 음악을 통해 지역 사회에 봉사하며 동호인 활동을 통한 음악적 기량 향상과 친목 도모, 시대에 맞는 음악 콘텐츠를 기획하고 실행하기 위함","","","사단법인 하모니팝스오케스트라",
"253","문화예술법인","03_08_03_P","6530000","A0100653000020240002","2024-04-12","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 동면 만천리 617번지 0호","강원특별자치도 춘천시 동면 만천로 64-0, 2층","","사단법인 한국장애인예술협회","2024-04-12 11:40:07","I","2024-04-14 00:15:05","","267369.563719787","486567.921384124","예술(사단)","","","","","","","","0","","장애인이 필요로 하는 예술을 습득할 수 있도록 예술 활동을 지원하여 사회 참여, 자기 결정권 행사, 미래 설계, 자립 기회를 제공하고 사회적 통합과 자기 발전 도모를 목적으로 함","","","사단법인 한국장애인예술협회",
"254","문화예술법인","03_08_03_P","6530000","A0100653000020250005","2025-04-30","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 석사동 116번지 67호","강원특별자치도 춘천시 공지로 57-7 (석사동)","","사단법인 봄내아리랑전승보전회","2025-08-21 17:27:05","I","2025-08-23 00:20:01","","266040.711070021","483537.321881741","문화(사단)","","","","","","","","0","","아리랑 전통민요 예술공연, 학술대회 등","","","사단법인 봄내아리랑전승보전회",
"255","문화예술법인","03_08_03_P","6530000","A0100653000020250004","2014-12-10","","01","영업/정상","1","","","","","","","","","강원특별자치도 원주시 무실동 1857번지 25호","강원특별자치도 원주시 능라동길 7-0 (무실동)","","사단법인 아파쇼나타윈드오케스트라","2025-08-05 11:25:13","I","2025-08-07 00:20:02","","282034.105458981","425931.651241046","예술(사단)","","","","","","","","0","","관악 전공자 또는 애호가 등이 관악 연주를 원활히 할 수 있고 지역사회 관악발전에 이바지함","","","사단법인 아파쇼나타윈드오케스트라",
"256","문화예술법인","03_08_03_P","6530000","A0100653000020250003","2025-06-09","","01","영업/정상","1","","","","","","","","","강원특별자치도 횡성군 둔내면 우용리 153번지 2호","강원특별자치도 횡성군 둔내면 우용로97번길 55-5","","재단법인 글로벌문화재단","2025-06-09 09:13:01","I","2025-06-12 00:20:02","","308511.776862511","443665.812117617","행정(재단)","","","","","","","","0","","문화예술 공연, 전시, K-culture 해외 확산 및 지원","","","재단법인 글로벌문화재단",
"257","문화예술법인","03_08_03_P","6530000","A0100653000020250002","2025-03-06","","01","영업/정상","1","","","","","","","","","강원특별자치도 삼척시 교동 601번지 7호","강원특별자치도 삼척시 중앙로 281-1, 2층 (교동)","","사단법인 삼척필하모닉오케스트라","2025-03-06 15:19:49","I","2025-03-08 00:10:36","","391602.278513043","440623.114560139","예술(사단)","","","","","","","","0","","연주를 통하여 개인의 음악적 자질을 향상, 사회봉사 활동과 단체의 발전을 도모 등","","","사단법인 삼척필하모닉오케스트라",
"258","문화예술법인","03_08_03_P","6530000","A0100653000020230033","2023-09-14","","01","영업/정상","1","","","","","","","","","강원특별자치도 정선군 고한읍 고한리 2번지 0호 정암사","강원특별자치도 정선군 고한읍 함백산로 1410-0 (정암사)","","사단법인 함백산 야단법석","2023-09-14 09:47:51","I","2023-09-16 00:18:04","","367979.936184108","410724.485298952","문화재(사단)","","","","","","","","0","","강원특별자치도 남부지역의 문화유산과 공동체의 가치를 발굴하고 보전하며 더 나아가 세계적인 문화유산으로 계승, 발전시키기 위한 다양한 콘텐츠를 기획하고 실행하는데 기여함","","","사단법인 함백산 야단법석",
"259","문화예술법인","03_08_03_P","6530000","A0100653000020230034","2023-11-10","","01","영업/정상","1","","","","","","","","","강원특별자치도 춘천시 효자동 669번지 12호","강원특별자치도 춘천시 효자로 72-1, 201호 (효자동,성우빌)","","사단법인 춘천발레축제","2023-11-10 09:46:05","I","2023-11-12 00:17:15","","264268.646272934","485497.487945121","예술(사단)","","","","","","","","0","","춘천발레축제와 춘천시립발레단의 정례화와 전통, 현대발레예술의 발굴 및 보존과 창달 발전을 기하고 무용예술문화의 국제교류와 춘천시 문화예술교육을 통한 문화복지 증진과 더불어 춘천지역 무용가의 지위향상과 권익신장을 목적으로한다.","","","사단법인 춘천발레축제",
"260","문화예술법인","03_08_03_P","6530000","A0100653000020240010","2024-12-19","","01","영업/정상","1","","","","","","","","","강원특별자치도 횡성군 우천면 정금리 888번지 0호","강원특별자치도 횡성군 우천면 정포로83번길 30-0","","사단법인 횡성회다지소리 보존회","2024-12-19 16:26:20","I","2024-12-21 00:11:33","","297261.445347299","445425.708882937","문화(사단)","","","","","","","","0","","&#9702; 회다지소리의 보급, 보존, 전승 및 선양
  &#9702; 회다지소리의 연구 및 자료의 수집 및 보존
  &#9702; 향토 민속문화의 발굴, 재현, 계승 및 보전
  &#9702; 회다지소리의 지역간 교류","","","사단법인 횡성회다지소리 보존회",
"261","문화예술법인","03_08_03_P","6530000","A0100653000020240011","2024-12-19","","01","영업/정상","1","","","","","","","","","강원특별자치도 홍천군 서면 팔봉리 994번지 5호","강원특별자치도 홍천군 서면 한치골길 981-0, 2층","","사단법인 한국전통무교진흥원","2024-12-19 16:26:45","I","2024-12-21 00:11:33","","261860.613198185","466232.345383278","문화(사단)","","","","","","","","0","","&#9702; 지역 민속 문화 발굴 육성 및 축제 행사 사업 
  &#9702; 민족 전통 신앙인 무교의 활성화를 위한 캠페인·세미나 등 학술·문화 활동
  &#9702; 천제·나라굿·당산굿·새신(賽神)제례 등 옛 전통 문화를 되살리고, 굿 한마당과 전통제례 및 제천의식을 활성화하는 사업 
  &#9702; 국가 문화 유산 연구 및 전통 가·무·악 교육사업 
  &#9702; 기타 본회의 목척달성에 필요한 사업","","","사단법인 한국전통무교진흥원",
"262","문화예술법인","03_08_03_P","6530000","A0100653000020240009","2024-10-25","","01","영업/정상","1","","","","","","0332423777","","","강원특별자치도 춘천시 신북읍 발산리 21번지 1호","강원특별자치도 춘천시 신북읍 맥국길 368-5","","재단법인 효원사","2024-12-05 14:15:15","I","2024-12-07 00:11:45","","267555.921577967","495184.088980017","종교(재단)","","","","","","","","0","","불교 정신을 바탕으로 한 교리 전파와 신행 활동을 강화하고, 이를 통해 불교의 가르침을 널리 보급함","","","재단법인 효원사",
"263","문화예술법인","03_08_03_P","6530000","A0100653000020250001","2025-02-05","","01","영업/정상","1","","","","","","","","","강원특별자치도 동해시 삼화동 860번지 1호","강원특별자치도 동해시 삼화로 584-0 (삼화동)","","사단법인 삼화사지화장엄보존회","2025-02-05 13:27:48","I","2025-02-07 00:10:54","","378122.83907456","442061.186874544","문화(사단)","","","","","","","","0","","삼화사지화장엄의 보존 및 계승 발전사업","","","사단법인 삼화사지화장엄보존회",
"264","문화예술법인","03_08_03_P","6530000","A0100642000020070004","2006-11-20","2022-05-10","03","폐업","4","해산","","","","","0332446621","","","강원특별자치도 춘천시 온의동 65번지 27호","강원특별자치도 춘천시 스포츠타운길 534 (온의동)","","사단법인 사랑의 영보회","2023-03-27 16:04:49","U","2024-11-22 18:57:33","","262846.848411385","485379.841161312","종교(사단)","","","","","","","","0","","성삼위의 삶을 본받아 기도하고 사랑하며 일하고 친환경적 조화를 이루어 일치를 건설하는데 
그 목적이 있다.","법인설립 허가를 받으신 후 3주이내에 주사무소 소재지 관할법원에 법인설립 등기를 이행하시고, 법인등기부등본과 법인인감증명서 1부를 주무관청에 제출","20220510","사단법인 사랑의 영보회",
